Video ID,Comment ID,comments,Likes,polarity,pol_cat,stop_comments
RBumgq5yVrA,UgwilGKbwbeBaau356h4AaABAg,anyone  listening  this  november,0,0.0,0,anyone listening november
RBumgq5yVrA,Ugy6CUOnZoXyG71OGoV4AaABAg,if  you  listen    this  song  then  don't  forget  that  you  are  listening  a  masterpiece,119,0.0,0,listen song n't forget listening masterpiece
RBumgq5yVrA,UgyLfAN31LMZOxkib6J4AaABAg,me  listing  in  november  2021,0,0.0,0,listing november 2021
RBumgq5yVrA,UgwKeL1-bhMufr03Q_x4AaABAg,it's  crazy  how  many  peoples  come  back  to  this  everysecond    this  song  is  legendary    it's  so  addictive,139,0.18,1,'s crazy many peoples come back everysecond song legendary 's addictive
RBumgq5yVrA,Ugw88nX7VMjrjrxYrvB4AaABAg,the  best  sound    i  love  you    is  miusic,1,0.6333333333333333,1,best sound love miusic
RBumgq5yVrA,UgguVZfFPOOOnXgCoAEC,one  of  the  few  good  songs  that  deserves  1  billion  views,122,0.24999999999999997,1,one good songs deserves 1 billion views
RBumgq5yVrA,UgzzCOonxpVK36Punwx4AaABAg,this  hits  home    ',1263,0.0,0,hits home '
RBumgq5yVrA,Ugym5SoNeT8vi7dIJlp4AaABAg,double  ouch  thank  god  for  his  healing  bandaids,1,0.0,0,double ouch thank god healing bandaids
RBumgq5yVrA,UgzSJVFvZucnd6A2H1t4AaABAg,who  are  those  395k  weird  people  giving  a  dislike  to  this  amazing  song  and  beautiful  lyrics,1405,0.3166666666666667,1,395k weird people giving dislike amazing song beautiful lyrics
RBumgq5yVrA,Ugy6M8aD-lK3UHaAxGp4AaABAg,i'm  here  again          2021  november,0,0.0,0,'m 2021 november
RBumgq5yVrA,UgxENMu_vpo_5LiqC-Z4AaABAg,it's  crazy  many  people  come  back  to  this  everyday    this  song  is  legendary    it's  so  addictive,1,0.11666666666666665,1,'s crazy many people come back everyday song legendary 's addictive
RBumgq5yVrA,Ugx5sTfbebJTxs7MYzV4AaABAg,i  had  a  girl  year  ago      she  was  in  love  with  me  but  i  wasn't  sure  about  my  feeling      so  i'm  breakup  with  her      months  later    i  realize  that  im  truely  in  love  with  her  but  there  was  t  any  chance  to  be  back  together  again  because  she  was  heart  broken        so    only  know  you  love  her  when  you  let  her    go,1,0.2,1,girl year ago love n't sure feeling 'm breakup months later realize im truely love chance back together heart broken know love let go
RBumgq5yVrA,UgxVYKXNY_ZF6R-23MB4AaABAg,this  song  was  released  on  my  birthday  in  2012  i  was  6  in  2012  i  literally  began  the  first  year  of  my  schooling  three  weeks  later,0,0.125,1,song released birthday 2012 6 2012 literally began first year schooling three weeks later
RBumgq5yVrA,Ugw_63zpRR0DgA2-Jad4AaABAg,2006  gang  will  remember  this  masterpiece,0,0.0,0,2006 gang remember masterpiece
RBumgq5yVrA,UgzDWqA-a_rTodZrcVF4AaABAg,this  song  has  such  a  nice  melody  and  deep  meaning  attached  to  every  line    that's  very  rare  to  hear  a  song  which  makes  you  think      but  dreams  come  slow  and  they  go  so  fast          'cause  love  comes  slow  and  it  goes  so  fast            to  me  it  seems  that  all  good  things  in  this  world  come  slow  and  they  go  so  fast,250,0.15749999999999997,1,song nice melody deep meaning attached every line 's rare hear song makes think dreams come slow go fast 'cause love comes slow goes fast seems good things world come slow go fast
RBumgq5yVrA,UgyyuR-ReUtYUiBdEC54AaABAg,this  song  makes  me  want  to  hold  on  to  my  girlfriend  i  never  had,791,0.0,0,song makes want hold girlfriend never
RBumgq5yVrA,Ugzn3LGiaBnYhhci5H54AaABAg,2021  november,0,0.0,0,2021 november
RBumgq5yVrA,Ugyt8UpLRUgr9baRldZ4AaABAg,this  song  is  best,0,1.0,1,song best
RBumgq5yVrA,UgydtokgKFY-Bf1S8GN4AaABAg,hello  it's  2021  you're  a  legend,0,0.0,0,hello 's 2021 're legend
RBumgq5yVrA,Ugx7-6UQoSyu_XQd2lB4AaABAg,this  song  from  my  childhood,0,0.0,0,song childhood
RBumgq5yVrA,Ugw2BiM8gOVaTj736wt4AaABAg,my  god  the  nostalgia,0,0.0,0,god nostalgia
RBumgq5yVrA,UgyemgrHPmSwjdYfh1p4AaABAg,hey    don  t  touch  her          song  plays,3042,0.0,0,hey touch song plays
RBumgq5yVrA,UgwaHraEtAm7FLgGoFp4AaABAg,i  knew  this  song  was  familiar,0,0.375,1,knew song familiar
RBumgq5yVrA,UgylJA7c6yXBaqkeESF4AaABAg,beautiful  song,0,0.85,1,beautiful song
RBumgq5yVrA,UgyjnWX0DfPu2c2BODJ4AaABAg,i  love  this  song    it's  really  great    it  makes  me  happy,2,0.7000000000000001,1,love song 's really great makes happy
RBumgq5yVrA,Ugyt6Qq70_J13Dkcb9R4AaABAg,this  man  spent  several  years  as  a  street  musician  without  any  proper  source  of  income    success  comes  with  a  lot  of  hardships    don't  give  up,229,0.049999999999999996,1,man spent several years street musician without proper source income success comes lot hardships n't give
RBumgq5yVrA,UgzWwHnd8FFAMF8xLuF4AaABAg,this  is  not  a  song    this  is  an  emotion,681,0.0,0,song emotion
RBumgq5yVrA,UgzAEmH6LHaZLfjuM0t4AaABAg,i  m  single  but  i  can  feel  the  lovers  feelings  by  listening  to  this  song,1,-0.07142857142857142,0,single feel lovers feelings listening song
RBumgq5yVrA,UgwiFJG1BCPKtK-0I2V4AaABAg,the  good  ending,0,0.7,1,good ending
RBumgq5yVrA,Ugzx5cUuJzrYW4uHVlV4AaABAg,that  violin  part  is  powerfully  plaintive,1,0.3,1,violin part powerfully plaintive
RBumgq5yVrA,UgwnRt-97Br0W3Yc9kV4AaABAg,still  obsessed  with  this  song,0,-0.5,0,still obsessed song
RBumgq5yVrA,Ugz0bitZ3X1WlXnfY1l4AaABAg,director      how  you  want  the  video  clip  passenger      behind  the  scenes,0,-0.4,0,director want video clip passenger behind scenes
RBumgq5yVrA,UgyCLrTSMC0diqVq1TN4AaABAg,the  best  song  ever  written,0,1.0,1,best song ever written
RBumgq5yVrA,UgwGSSKyXXgTlrax-aF4AaABAg,who's  here  listening  to  this  music  until  now      2021,0,0.0,0,'s listening music 2021
RBumgq5yVrA,UgyI6xiK2UmT8cHe-FV4AaABAg,a  message  to  future  generations    don't  let  this  song  die,310,0.0,0,message future generations n't let song die
RBumgq5yVrA,UgxVO1rAHzNw6k54bq54AaABAg,this  still  hits  hard,5314,-0.2916666666666667,0,still hits hard
RBumgq5yVrA,Ugzm3eIEoZRHDV0w7Gd4AaABAg,1  year  ago  today  my  grandma  died  of  stage  4  lung  cancer    she  never  smoked  in  her  life  but  i  guess  she  was  just  unlucky    she  was  a  great  woman    she  did  charities    went  across  the  world    was  a  nurse    and  was  a  great  grandmother    goodbye  lila    you  won't  be  forgotten,537,0.8,1,1 year ago today grandma died stage 4 lung cancer never smoked life guess unlucky great woman charities went across world nurse great grandmother goodbye lila wo n't forgotten
RBumgq5yVrA,Ugwm0JrAAWlHe_FP2Fl4AaABAg,really  like  the  lighting  in  the  video,0,0.2,1,really like lighting video
RBumgq5yVrA,UgwZtXhW6ZZpawOoGgp4AaABAg,this  song  never  gets  old        still  feels  the  same,0,0.05,1,song never gets old still feels
RBumgq5yVrA,UgwZfwXtjj6lF6WYZml4AaABAg,2021  and  keeps  going  on,0,0.0,0,2021 keeps going
RBumgq5yVrA,UgwT7B6UitPcmRJLSzx4AaABAg,guys    go  listen  to  divers  and  submarines  album  by  passenger,0,0.0,0,guys go listen divers submarines album passenger
RBumgq5yVrA,UgxjKM5eDz5kJOPn7qx4AaABAg,don't  worry  you  r  not  the  only  one  who  found  this  masterpiece,1,0.0,0,n't worry r one found masterpiece
RBumgq5yVrA,UgxFFtdDgpR9UCu746J4AaABAg,june  12th  2021  is  the  day    let  her  go    reached  3b  views  on  youtube    congratulations  mike    a  k  a  passenger,728,0.0,0,june 12th 2021 day let go reached 3b views youtube congratulations mike k passenger
RBumgq5yVrA,Ugwm0wHQltO0qcbRKrl4AaABAg,why  this  song  is  so  good,0,0.7,1,song good
RBumgq5yVrA,Ugxa0giMPWecgHBLsht4AaABAg,i  simply  cannot  understand  how  i've  missed  this  brilliant  song,254,0.45,1,simply understand 've missed brilliant song
RBumgq5yVrA,Ugz3vcHu5UX_UFdPFId4AaABAg,him  voice  don't  combined  with  the  song  is  so  thin,0,-0.4,0,voice n't combined song thin
RBumgq5yVrA,UgyIjZJYJcN2_Ky0Tnp4AaABAg,if  you  are  listening  to  this  after  9  years    you  are  a  legend,2485,0.0,0,listening 9 years legend
RBumgq5yVrA,UgzucoawuoQT5TY14_t4AaABAg,love  this  love  this,1,0.5,1,love love
RBumgq5yVrA,UgxE561wdrrJEKftq9N4AaABAg,yeah  this  song  worth  7  billion  views,0,0.3,1,yeah song worth 7 billion views
RBumgq5yVrA,UgxKN3lmx9Xe3XPTgm94AaABAg,and  this  is  called  peac,0,0.0,0,called peac
RBumgq5yVrA,UgzoOlwwOfVHOaGMlFd4AaABAg,and  she  gone  and  never  returned,0,0.0,0,gone never returned
RBumgq5yVrA,Ugw0FNdJQ-TM04K8Jrd4AaABAg,only  know  your  lover  when  you  let  her  go                          and  you  let  her  go  oooo,0,0.0,0,know lover let go let go oooo
RBumgq5yVrA,UgxkXg49Lyg34Fa4hSt4AaABAg,the  395k  dislikes  are  the  people  who  missed  the  like  button  from  all  the  tears  in  their  eyes,80,0.0,0,395k dislikes people missed like button tears eyes
RBumgq5yVrA,UgyIgNRdBfp_2P33ve94AaABAg,i  can  t  understand  the  people  who  gave  dislike  to  this  magic,610,0.5,1,understand people gave dislike magic
RBumgq5yVrA,UgyywGRWUbtfLd2cl4R4AaABAg,i  m  here  again  november  6  2021,2,0.0,0,november 6 2021
RBumgq5yVrA,UgwP8RQx23hp2vRVcoR4AaABAg,i  can  t  believe  thats  it  s  my  forst  time  to  hear  it,0,0.0,0,believe thats forst time hear
RBumgq5yVrA,Ugy7D2OGLjN2cRPaL2Z4AaABAg,lyrics      well  you  only  need  the  light  when  it's  burning  low  only  miss  the  sun  when  it  starts  to  snow  only  know  you  love  her  when  you  let  her  go  only  know  you've  been  high  when  you're  feeling  low  only  hate  the  road  when  you're  missing  home  only  know  you  love  her  when  you  let  her  go  and  you  let  her  go    staring  at  the  bottom  of  your  glass  hoping  one  day  you'll  make  a  dream  last  but  dreams  come  slow  and  they  go  so  fast  you  see  her  when  you  close  your  eyes  maybe  one  day  you'll  understand  why  everything  you  touch  surely  dies    'cause  you  only  need  the  light  when  it's  burning  low  only  miss  the  sun  when  it  starts  to  snow  only  know  you  love  her  when  you  let  her  go  only  know  you've  been  high  when  you're  feeling  low  only  hate  the  road  when  you're  missing  home  only  know  you  love  her  when  you  let  her  go    staring  at  the  ceiling  in  the  dark  same  old  empty  feeling  in  your  heart  love  comes  slow  and  it  goes  so  fast  well  you  see  her  when  you  fall  asleep  but  never  to  touch  and  never  to  keep  'cause  you  loved  her  too  much  and  you  dive  too  deep    'cause  you  only  need  the  light  when  it's  burning  low  only  miss  the  sun  when  it  starts  to  snow  only  know  you  love  her  when  you  let  her  go  only  know  you've  been  high  when  you're  feeling  low  only  hate  the  road  when  you're  missing  home  only  know  you  love  her  when  you  let  her  go  and  you  let  her  go  oh  oh  oh  no  and  you  let  her  go  oh  oh  oh  no  and  you  let  her  go    well    you  only  need  the  light  when  it's  burning  low  only  miss  the  sun  when  it  starts  to  snow  only  know  you  love  her  when  you  let  her  go  only  know  you've  been  high  when  you're  feeling  low  only  hate  the  road  when  you're  missing  home  only  know  you  love  her  when  you  let  her  go    'cause  you  only  need  the  light  when  it's  burning  low  only  miss  the  sun  when  it  starts  to  snow  only  know  you  love  her  when  you  let  her  go  only  know  you've  been  high  when  you're  feeling  low  only  hate  the  road  when  you're  missing  home  only  know  you  love  her  when  you  let  her  go  and  you  let  her  go,309,0.05178571428571428,1,lyrics well need light 's burning low miss sun starts snow know love let go know 've high 're feeling low hate road 're missing home know love let go let go staring bottom glass hoping one day 'll make dream last dreams come slow go fast see close eyes maybe one day 'll understand everything touch surely dies 'cause need light 's burning low miss sun starts snow know love let go know 've high 're feeling low hate road 're missing home know love let go staring ceiling dark old empty feeling heart love comes slow goes fast well see fall asleep never touch never keep 'cause loved much dive deep 'cause need light 's burning low miss sun starts snow know love let go know 've high 're feeling low hate road 're missing home know love let go let go oh oh oh let go oh oh oh let go well need light 's burning low miss sun starts snow know love let go know 've high 're feeling low hate road 're missing home know love let go 'cause need light 's burning low miss sun starts snow know love let go know 've high 're feeling low hate road 're missing home know love let go let go
RBumgq5yVrA,Ugzu73pnbfc2mNnCENZ4AaABAg,not  so  long  ago  my  girlfriend  and  i  were  listening  to  this  song    we  both  loved  it  and  then  one  day  she  collapsed  when  we  were  out    i  came  to  find  out  she  had  stage  4  pancreatic  cancer  and  was  months  away  from  dying    on  her  last  day  of  life  she  asked  me  to  put  this  song  on    we  listened  to  this  song    on  repeat  for  6  hours    22  minutes    and  33  seconds  until  she  passed            that  was  2  years  ago    today  i  got  an  email  from  her  parents  with  this  song  attached  and  a  letter  that  she  had  written        it  said      i  was  wrong  not  to  tell  you  sooner  about  my  condition    i  thought  if  i  did  you  would  of  left  me    but  you  stayed  by  my  side  the  entire  time    for  that  i  love  you    will  see  you  in  another  life        can  t  listen  to  this  song  ever  again  without  having  that  go  through  my  head            my  advice  for  anyone  is  hold  who  you  love  close  by  and  tell  them  you  care  for  them    because  you  never  know  when  something  bad  will  happen,837,0.05000000000000001,1,long ago girlfriend listening song loved one day collapsed came find stage 4 pancreatic cancer months away dying last day life asked put song listened song repeat 6 hours 22 minutes 33 seconds passed 2 years ago today got email parents song attached letter written said wrong tell sooner condition thought would left stayed side entire time love see another life listen song ever without go head advice anyone hold love close tell care never know something bad happen
RBumgq5yVrA,UgxAVeBdQpsSlU1xLqJ4AaABAg,nothing's  sad  until  it's  over    then  everything  is,323,-0.5,0,nothing 's sad 's everything
RBumgq5yVrA,Ugw7Wlq6yC1ilU8LyQR4AaABAg,thanks  for  making  my  love  simple,0,0.2333333333333333,1,thanks making love simple
RBumgq5yVrA,UgyTQ6CTHtk_gYAw5Al4AaABAg,i'm  not  even  surprised  how  many  people  still  listen  to  this  in  2021    such  a  beautiful  song,1715,0.3625,1,'m even surprised many people still listen 2021 beautiful song
RBumgq5yVrA,Ugxh6syj3LSMKC40e_54AaABAg,it's  crazy  many  people  come  back  to  this  everyday    this  song  is  legendary    it's  so  addictive,11,0.11666666666666665,1,'s crazy many people come back everyday song legendary 's addictive
RBumgq5yVrA,UgxN_LtYN6X2ddaks3h4AaABAg,so  heart  breaking  to  know  what  i  do  no        i  have  let  them  both  go      happy  for  the  both  of  them,1,0.8,1,heart breaking know let go happy
RBumgq5yVrA,Ugzrwtmbd8pNHiPhhgt4AaABAg,this  song  hits  differently  on  a  lonely  cold  dark  night,233,-0.2833333333333333,0,song hits differently lonely cold dark night
RBumgq5yVrA,UgwxvWPq455j7nP5WKR4AaABAg,am  here  again      2021  november,1,0.0,0,2021 november
RBumgq5yVrA,Ugwcuc4yww_NKzGu_w94AaABAg,this  generation  need  this  kind  of  music,278,0.6,1,generation need kind music
RBumgq5yVrA,Ugw3SksiQdOwcp58FT54AaABAg,8  years  later    if  you're  still  listening  to  this    masterpiece  you're  a  legend,82,0.0,0,8 years later 're still listening masterpiece 're legend
RBumgq5yVrA,UgxjGPzg1Gtwgvyp7wJ4AaABAg,6  weeks  ago  my  mom  slipped  away  from  this  life      being  the  youngest    and  the  most  obvious    mama's  boy      it  feels  selfish  to  have  wanted  her  to  be  around  for  more  than  her  91  years      so  we  let  her  go,1,0.125,1,6 weeks ago mom slipped away life youngest obvious mama 's boy feels selfish wanted around 91 years let go
RBumgq5yVrA,UgwX-2NMYlJBXDYcNf54AaABAg,thirteen  million    likes    sums  up  this  song  s  message    so  many  have    been  there,0,0.5,1,thirteen million likes sums song message many
RBumgq5yVrA,UgxcZMsbFjk1to8ctrZ4AaABAg,i  didn  t  want  to  listen  the  song  because  it  hurt  back  then  and  i  didn  t  know  why    here  i  am  now  listening  the  song  with  tears  flowing  through  my  cheeks  and  i  feel  every  word  of  the  song    i  wish  everyone  gets  their  loved  ones,0,0.35,1,want listen song hurt back know listening song tears flowing cheeks feel every word song wish everyone gets loved ones
RBumgq5yVrA,UgzVSrvUWnAhqhE7Et14AaABAg,anyone  still  watching  9  years  later,1,0.0,0,anyone still watching 9 years later
RBumgq5yVrA,Ugw6bl7YKRKB1rnY7Sx4AaABAg,bruh  this  comments  only  hours  old  and  had  20  likes    how  many  people  still  listen  to  this  amazing  song,0,0.30000000000000004,1,bruh comments hours old 20 likes many people still listen amazing song
RBumgq5yVrA,Ugz53Zm5PwgM7i0RkCF4AaABAg,7  years  later  and  this  song  is  still  as  beautiful  as  the  first  time  i  heard  it,503,0.3666666666666667,1,7 years later song still beautiful first time heard
RBumgq5yVrA,UgzXNg3INMB9pVUQCCt4AaABAg,the  more  it  gets  older  the  better  it  becomes,0,0.38888888888888884,1,gets older better becomes
RBumgq5yVrA,Ugyonv1a35VUPldsBAp4AaABAg,i  can't  believe  so  many  people  keep  coming  back  to  this  song    but  i'm  not  surprised  because  it's  so  good    i'm  shocked  because  of  how  bad  it  is  compared  to  pretty  much  all  other  passenger  songs    i  know  this  one  played  on  radio  for  the  longest  time  and  most  people  have  heard  it    but  it'll  never  leave  a  bigger  impact  than  the  wrong  direction    27    holes    or  especially  riding  to  new  york  left  for  me,231,0.014090909090909102,1,ca n't believe many people keep coming back song 'm surprised 's good 'm shocked bad compared pretty much passenger songs know one played radio longest time people heard 'll never leave bigger impact wrong direction 27 holes especially riding new york left
RBumgq5yVrA,Ugys5BxNvL-q9buDP0J4AaABAg,i  remember  i  dedicated  three  song  to  my  last  boyfriend    this    stitches  and  somebody    that  i  used  to  know,1,0.0,0,remember dedicated three song last boyfriend stitches somebody used know
RBumgq5yVrA,UgzHTUCgJtmblVmhcr14AaABAg,everytime  i  received  a  like  from  this  comment    i  will  come  back  to  watch  this  masterpeice  again,1,0.0,0,everytime received like comment come back watch masterpeice
RBumgq5yVrA,Ugx7imbvOIIkxDdaa-V4AaABAg,sadly  my  life's  fucked  an  my  love  came  fast  and  left  slow              i  meant  it  literally  laugh  an  leave,0,-0.05714285714285717,0,sadly life 's fucked love came fast left slow meant literally laugh leave
RBumgq5yVrA,Ugznb86jP78IhGHW8394AaABAg,it's  crazy  how  many  people  come  back  to  this  everyday    this  song  is  legendary,431,0.13999999999999999,1,'s crazy many people come back everyday song legendary
RBumgq5yVrA,UgyMhRVAZx169uFKm6t4AaABAg,only  know  this  song  mean  when  you  lost  yourself,0,-0.15625,0,know song mean lost
RBumgq5yVrA,Ugzy1DumsRFDowiEolB4AaABAg,it's  crazy  many  people  come  back  to  this  everyday    this  song  is  legendary    it's  so  addictive,12,0.11666666666666665,1,'s crazy many people come back everyday song legendary 's addictive
RBumgq5yVrA,UgzOa94C2KkYhkq7QQJ4AaABAg,why  there  is  so  much  pain    my  pretend  to  be  happy,0,0.5,1,much pain pretend happy
RBumgq5yVrA,Ugz14t9vtSvQWP0YAmx4AaABAg,it's  crazy  how  many  people  come  back  to  this  everyday  this  song  is  legendary,72,0.13999999999999999,1,'s crazy many people come back everyday song legendary
RBumgq5yVrA,Ugwa4b-o4OitsVQjmFp4AaABAg,nov  2021  still  loving  this  song,1,0.6,1,nov 2021 still loving song
RBumgq5yVrA,UgyJARpMx0K2CjFizF94AaABAg,i  heard  this  song  from  2017    and  listening  again  in  2021    it's  so  nostalgic  for  me,1,-0.5,0,heard song 2017 listening 2021 's nostalgic
RBumgq5yVrA,UgwuOs1vgm11WN7wVXV4AaABAg,i  melt  while  listening,0,0.0,0,melt listening
RBumgq5yVrA,Ugy53H2MxK_Rs3J0u9p4AaABAg,the  good  ending    you  said  this  song  is  great,9,0.75,1,good ending said song great
RBumgq5yVrA,Ugy8K1ZezahoYBar0194AaABAg,wow    still  one  of  my  favorites,0,0.1,1,wow still one favorites
RBumgq5yVrA,UgxWdjFUzcmRI2Jm0hx4AaABAg,don  t  worry    you  are  not  the  only  one  who  is  listening  this  masterpiece  in  2020,3126,0.0,0,worry one listening masterpiece 2020
RBumgq5yVrA,UgyARnczFylYVC-A29B4AaABAg,finally  found  the  meme,1,0.0,0,finally found meme
RBumgq5yVrA,Ugz5d4jTIO5FLiiKwqN4AaABAg,why  youtube  leads  me  here  always,0,0.0,0,youtube leads always
RBumgq5yVrA,Ugyq47Y-3Sw2Ag-l0xp4AaABAg,this  song  is  something  else  for  me,0,0.0,0,song something else
RBumgq5yVrA,Ugz-VTJK_KcuggmlwRd4AaABAg,let  s  be  honest    this  isn  t  your  first  time  back  here,2441,0.2833333333333333,1,let honest first time back
RBumgq5yVrA,UgyqTHvfXjMRTzwN8El4AaABAg,this  song  hits  wholly  different  after  a  breakup,447,0.0,0,song hits wholly different breakup
RBumgq5yVrA,UgxBbdW4coiuGro5Jbh4AaABAg,some  people  may  feel  bored  hearing  this  song            but  not  us,2,-0.5,0,people may feel bored hearing song us
RBumgq5yVrA,Ugxvo2a6MtECjl1odIV4AaABAg,how  do  i  wait    help  please  im  stuck    im  ignored,0,0.0,0,wait help please im stuck im ignored
RBumgq5yVrA,Ugy-dAp-DWuPUdYw0xt4AaABAg,hearing  this  when  i'm  not  a  kid  anymore  hits  different,562,0.0,0,hearing 'm kid anymore hits different
RBumgq5yVrA,UgwiPdCwkY1jpcGfVmx4AaABAg,this  song  sounds  better  today  than  it  did  yesterday,478,0.5,1,song sounds better today yesterday
RBumgq5yVrA,UgyMH2TPCffpIL1_vE54AaABAg,legends  says  that  he  didn't  let  her  go,2,0.0,0,legends says n't let go
RBumgq5yVrA,Ugxpj2HRkZDZS1LAwZ94AaABAg,the  people  who  disliked  are  the  ones  who  didn't  see  that  the  light  was  burning  low,1650,0.06666666666666667,1,people disliked ones n't see light burning low
RBumgq5yVrA,UgwduMfoKbn_i-3ViYl4AaABAg,395k  people  couldn  t    let  her  go,0,0.0,0,395k people let go
RBumgq5yVrA,Ugw4GO2yIwXheMkNxAh4AaABAg,yo,0,0.0,0,yo
RBumgq5yVrA,Ugx0n0mhUi83_9MuqDx4AaABAg,doctor    you  will  die  in  3  minutes    me    play  let  her  go      doctor    but  it  is  4  minutes  long    god    it's  okay,18209,0.225,1,doctor die 3 minutes play let go doctor 4 minutes long god 's okay
RBumgq5yVrA,UgicoX520Ur253gCoAEC,this  song  has  so  much  truth  behind  it,785,-0.1,0,song much truth behind
RBumgq5yVrA,UgxXhWGFw78HApCrBdJ4AaABAg,this  song  is  perfect  for  my  problems  because  my  friend  stole  my  crush,0,1.0,1,song perfect problems friend stole crush
RBumgq5yVrA,UgwZXEipDert-0glBRB4AaABAg,no  matter  how  or  why  you  got  here    i  want  to  congratulate  you    you  ve  just  found  the  greatest  song  you  ll  ever  hear    and  it  ll  give  you  a  whole  new  perspective  on  life    but  you  know  what  s  better    you  re  keeping  the  legend  that  is  this  song  alive    because  that  s  what  s  legends  do    they  live  on    even  after  death    the  people  will  still  tell  it  s  tales    and  make  sure  that  nobody  will  forget  it    stay  happy  folks,114,0.4215909090909091,1,matter got want congratulate found greatest song ever hear give whole new perspective life know better keeping legend song alive legends live even death people still tell tales make sure nobody forget stay happy folks
RBumgq5yVrA,UgxksrXa889n5VTFwch4AaABAg,happy  thanksgiving    christmas  and  new  year  to  everyone,0,0.4681818181818182,1,happy thanksgiving christmas new year everyone
RBumgq5yVrA,Ugx6Oo_Ir0Lz5TSSwf14AaABAg,i  love  this  song  i  love  sad  songs,0,0.16666666666666666,1,love song love sad songs
