Video ID,Comment ID,comments,Likes,polarity,pol_cat,stop_comments
W2TE0DjdNqI,Ugw1PzxskdGNYJLsIN14AaABAg,imagine    you  finally  die  aswell  as  the  rest  of  the  world    the  end  credits  start  to  roll  while  this  song  starts  to  play      you  did  well    human    you  lived  the  best  life  you  could  have  done    and  i  am  proud  of  you    you  lived  until  the  end    not  every  one  could  have  done  that        the  credits  proceeds  to  show  you  a  picture  of  every  living  being  you  have  seen  and  or  encountered  with  a  tiny  description  of  what  they  were  to  you  and  a  little  about  them    once  all  the  pictures  finally  come  to  an  end    the  message  from  before  continues    without  your  presence    so  many  lives  would  be  so  different  and  possibly  you  changed  them  for  the  better      considering  what  the  word    better    means  to  you  of  course    we  all  believed  in  you    and  look  where  you  are  now    you  made  it      after  all  of  that  you  see  a  final  picture  roll  down  which  was  all  by  itself  and  was  infact  the  biggest  of  the  previous  pictures    it  is  yourself                                                                        special  thanks  to    you    you  feel  tears  running  down  your  non  existent  face  as  it  all  fades  to  black        forever,711,0.15922096908939018,1,imagine finally die aswell rest world end credits start roll song starts play well human lived best life could done proud lived end every one could done credits proceeds show picture every living seen encountered tiny description little pictures finally come end message continues without presence many lives would different possibly changed better considering word better means course believed look made see final picture roll infact biggest previous pictures special thanks feel tears running non existent face fades black forever
W2TE0DjdNqI,UgzTFGdHef9obVYtxy14AaABAg,feels  like  a  threshold  in  your  life  where  you  are  transitioning  to  another  chapter,8,0.0,0,feels like threshold life transitioning another chapter
W2TE0DjdNqI,UgxdlgRagUvAbjEXb7Z4AaABAg,the  power  of  bang  yedam    he  just  made  the  recomendation  and    more  than  10  comments  around  here    amazing,24,0.55,1,power bang yedam made recomendation 10 comments around amazing
W2TE0DjdNqI,UgykMluhN1HbJn1YMDd4AaABAg,''you  wouldn't  ever  replace  me    right  ''          ''of  course  not  ''          then  you  met  her    the  first  time  this  happened    i  was  okay    i  found  other  people  too    i  moved  on      eventually  i  started  to  realise  that  this  was  going  to  happen  with  everyone  i  loved      i'm  scared  to  let  people  close        i'm  scared  they'll  replace  me  too    this  song  has  meant  everything  to  me    along  with  two  birds    thank  you    edit      thank  you  for  the  support    3  39  of  you  listened  up  and  whether  you  relate  or  not    i  hope  you  all  stay  strong    333,58,0.34067460317460313,1,''you would n't ever replace right '' ''of course '' met first time happened okay found people moved eventually started realise going happen everyone loved 'm scared let people close 'm scared 'll replace song meant everything along two birds thank edit thank support 3 39 listened whether relate hope stay strong 333
W2TE0DjdNqI,UgystuhbvabTBCJk2eh4AaABAg,the  only  way  i  found  this  is  because  of  groovy  discord  bot  lol  but  it  s  a  good  song  in  my  opinion,1,0.5,1,way found groovy discord bot lol good song opinion
W2TE0DjdNqI,UgzPsfjg1Znn05zxnKp4AaABAg,3  years  i  was  talking  to  my  cousin  on  discord  and  he  was  crying  so  i  was  like  whats  wrong  and  he  was  talking  about  his  life  and  stuff  and  how  he  thinks  hes  a  reject  to  society  and  he  just  wants  everything  to  end    when  he  said  he  wanted  everything  to  end  i  started  crying  to  because  i  love  him  like  a  brother  to  me  and  i  thought  he  was  gonna  suicide  and  i  never  want  to  see  someone  close  to  me  die    there  was  these  words  that  came  out  of  his  mouth  that  made  me  think  and  cry    what  of  the  world  were  to  end    what  if  you  were  all  by  yourself  walking  home  from  somewhere  unaware  of  whats  about  to  happen    you  wont  be  able  to  share  you  last  moments  in  earth  without  anyone  close  to  you      when  i  first  heard  this  song  i  balled  my  eyes  out  because  i  think  of  him    he  later  suicided  that  year  because  his  parent  kicked  him  out  for  losing  his  job    failing  of  his  classes    and  late  getting  involved  with  a  crime  his  friends  commited  that  he  had  nothing  to  do  with    i  wish  he  was  still  around  to  experience  this  world  with  me  and  his  family  as  we  cherish  these  moments  while  we  can      edit    thank  you  all  for  the  support  that  i  have  been  gave  such  beautiful  and  respectful  people    i  wish  you  all  well  in  your  lives    i  would  have  seen  these  comments  alot  sooner  but  i  really  haven  t  been  on  youtube    bur  i  pray  for  you  all  because  i  feel  truly  blessed  from  this  support    i  hope  you  all  live  wonderful  lives,837,0.17272727272727273,1,3 years talking cousin discord crying like whats wrong talking life stuff thinks hes reject society wants everything end said wanted everything end started crying love like brother thought gon na suicide never want see someone close die words came mouth made think cry world end walking home somewhere unaware whats happen wont able share last moments earth without anyone close first heard song balled eyes think later suicided year parent kicked losing job failing classes late getting involved crime friends commited nothing wish still around experience world family cherish moments edit thank support gave beautiful respectful people wish well lives would seen comments alot sooner really youtube bur pray feel truly blessed support hope live wonderful lives
W2TE0DjdNqI,Ugwz1t-uvvDxrFFiMRN4AaABAg,this  is  almost  what  i  was  feeling  when  i  was  trying  to  kill  myself  years  ago    i  was  calm  but  extatic  and  desperate  at  the  same  time    this  is  the  feeling    i  thought  this  will  be  my  last  momments    i  thought    yes    that's  it    finally    the  end    forever      i  felt  so  alive  at  this  momment    i  was  feeling  my  blood  coming  out    it  was  warm  and  cold  at  the  same  time    when  i'm  listening  to  this  song  i'm  kinda  feeling  it  again    i'm  crying    i  survived  this  but  i  was  out  of  contact  for  two  days  in  the  hospital    i  am  lucky  that  i  failed    my  life  is  hard  but  beautiful    i  finally  have  healthy  relationships    i  make  my  art  and  still  learning  how  to  live  and  love  myself    this  is  hard  but  the  beautiful  momments  are  worth  it    this  song  is  so  powerful  for  me  becouse  it  remainds  me  that  i  am  strong    and  so  are  you  guys    i  believe  in  you,6,0.11824769433465084,1,almost feeling trying kill years ago calm extatic desperate time feeling thought last momments thought yes 's finally end forever felt alive momment feeling blood coming warm cold time 'm listening song 'm kinda feeling 'm crying survived contact two days hospital lucky failed life hard beautiful finally healthy relationships make art still learning live love hard beautiful momments worth song powerful becouse remainds strong guys believe
W2TE0DjdNqI,UgwXoUNaYYnJxAUFI854AaABAg,2015          i  had  a  friend  named  sam    he  invited  me  to  his  birthday  party    it  was  at  a  movie  theater    we  watched  tommorrowland    i  thought  the  movie  was  great  and  when  my  dad  drove  me  home  i  doze  off  in  that  moment  of  just  pure  safety    little  did  i  know  that  was  going  to  be  sam's  last  birthday    he  moved  to  california  and  died  in  a  house  fire  two  years  later    that  feeling  of  loss  but  still  being  happy  that  it  happened  is  won  of  the  strongest  feelings  i  have            im  still  sad  to  this  day  though        to  gen  alpha          ',9,0.16096938775510203,1,2015 friend named sam invited birthday party movie theater watched tommorrowland thought movie great dad drove home doze moment pure safety little know going sam 's last birthday moved california died house fire two years later feeling loss still happy happened strongest feelings im still sad day though gen alpha '
W2TE0DjdNqI,UgzrUhSgRjwVmgWj1hV4AaABAg,this  song  makes  me  remember  my  first  cat  snowy    she  died  a  month  ago  i  still  remember  the  first  time  we  both  met  i  was  so  happy  rest  in  peace  snowy  you  were  a  great  cat,3,0.525,1,song makes remember first cat snowy died month ago still remember first time met happy rest peace snowy great cat
W2TE0DjdNqI,UgwdCYqFoWeC7rUGJlZ4AaABAg,this  always  makes  me  want  to  visit  my  childhood    i  miss  my  childhood  so  much  that  i  wish  it  was  here,152,0.2,1,always makes want visit childhood miss childhood much wish
W2TE0DjdNqI,UgydsXMtoYIhdrh3-U14AaABAg,i  love  how  this  song  makes  me  feel  it  just  takes  me  to  another  plain  of  existence  and  it  s  so  peaceful    tysm,58,0.17857142857142858,1,love song makes feel takes another plain existence peaceful tysm
W2TE0DjdNqI,Ugy29KdvF0zXoZ0M-W94AaABAg,this  song  reminds  me  of  my  cat    she  was  so  happy  the  few  hours  before  she  died    she  had  asked  me  for  food  but  i  thought  she  was  just  being  her  usual  attention  seeking  self  so  i  just  went  to  play  games  and  went  to  sleep    i  was  woken  up  by  my  mom  screaming    chunky    chunky      obviously  not  my  real  name    lebat  is  dead      i  was  in  shock  because  she  was  perfectly  fine  and  had  died  because  a  car  ran  her  over  and  she  eventually  died  to  brain  damage    i  will  never  forgive  the  person  that  ran  her  over    i'm  usually  a  very  apologetic  person  i  still  would  never  forgive  that  person      i  miss  you  lebat    hope  you  were  happy  during  the  four  years  you  were  with  us,13,0.18333333333333335,1,song reminds cat happy hours died asked food thought usual attention seeking self went play games went sleep woken mom screaming chunky chunky obviously real name lebat dead shock perfectly fine died car ran eventually died brain damage never forgive person ran 'm usually apologetic person still would never forgive person miss lebat hope happy four years us
W2TE0DjdNqI,UgxiAkc3Ekx1SrVsXuZ4AaABAg,broo  we  used  this  for  au  among  us  soo  much,0,0.2,1,broo used au among us soo much
W2TE0DjdNqI,Ugwwf0o5ZNfwfiF0xld4AaABAg,this  song  reminded  me  about  a  friend    we  played  minecraft  on  a  skyblock  server  i  was  so  hype    one  day  he  just  stopped    i  found  his  xbox  account  and  texted  him      but  he  never  reply    it's  been  4  years    i  miss  him  so  much    just  hope  to  see  him  on  skyblock  again,0,0.2,1,song reminded friend played minecraft skyblock server hype one day stopped found xbox account texted never reply 's 4 years miss much hope see skyblock
W2TE0DjdNqI,UgwelLSSx7ZjJ0QvZhB4AaABAg,end  of  portal  3    you  defeated  glados  for  the  last  time  and  you  look  back  at  the  journey  you  took  with  her    defeating  wheatley  and  being  let  go    you  are  one  of  the  last  living  humans  alive  and  glados  thanks  you  for  the  experiments  and  thanks  the  human  race  for  her  creation,12,0.07142857142857142,1,end portal 3 defeated glados last time look back journey took defeating wheatley let go one last living humans alive glados thanks experiments thanks human race creation
W2TE0DjdNqI,UgwSB-I4_ibs6MNIR8V4AaABAg,i  am  tired  of  this  sad  life    but  when  you  read  my  comment  i  will  be  in  another  world  away  from  sadness  and  far  from  the  worries  of  life    i'll  be  in  a  very  beautiful  world  don't  worry  about  me  i'm  sorry  emily  i  love  you  so  don't  worry  i'll  be  fine  i'll  be  at  peace,2,0.0880952380952381,1,tired sad life read comment another world away sadness far worries life 'll beautiful world n't worry 'm sorry emily love n't worry 'll fine 'll peace
W2TE0DjdNqI,Ugx2pfcDA6fX8HbR_CJ4AaABAg,this  was  definitely  the  best  way  to  end  the  album,0,0.5,1,definitely best way end album
W2TE0DjdNqI,UgwEsawG99qt5xSAxb14AaABAg,well  all  is  good  except  one  thing  the  hand  soem  kids  may  get  scared  after  seeing  the  hand,0,0.7,1,well good except one thing hand soem kids may get scared seeing hand
W2TE0DjdNqI,UgyrtGoucq2739eD-zd4AaABAg,how  many  emotions  do  you  want  people  to  feel        yes,5657,0.5,1,many emotions want people feel yes
W2TE0DjdNqI,UgzKfG4oRjCGGJL5xuV4AaABAg,what  makes  this  song  hit  so  hard  is  not  the  music    not  the  lyrics    but  the  comments  and  the  circumstances  we  associate  it  with    we  give  the  song  it's  true  meaning  because  it  means  something  different  to  each  one  of  us,422,0.01944444444444443,1,makes song hit hard music lyrics comments circumstances associate give song 's true meaning means something different one us
W2TE0DjdNqI,UgxzMHAMEOzjdPLSEU94AaABAg,i  think  porter  is  a  god  of  sad  song,0,-0.5,0,think porter god sad song
W2TE0DjdNqI,UgwDPNAqponEXQby_gJ4AaABAg,this  song  is  so  good  to  hear,0,0.7,1,song good hear
W2TE0DjdNqI,UgxGxfmhvVVljveu2kt4AaABAg,i  from  indonesia    i  am  sad      good  bye,0,0.09999999999999998,1,indonesia sad good bye
W2TE0DjdNqI,UgxBup6OZCIdccawTad4AaABAg,this  song  reminds  me  of  all  the  friends  and  people  ive  stopped  talking  to    and  it  reminds  me  of  my  mom  who  i  havent  seen  in  years  because  she  was  a  drug  addict  and  did  a  lot  of  terrible  things    i  live  with  my  dad  and  grandparents  now  but  it's  not  amazing  since  it's  a  conservative  christian  household  and  i'm  bi  and  feminine    been  told  its  just  a  phase  and  i  have  to  be  more  masculine  by  my  family  and  i  always  hear  them  talk  badly  about  gays  when  political  shit  is  brought  up    lost  so  many  friends  and  now  i  try  not  to  talk  to  anyone  because  im  scared  of  losing  people  time  and  time  again    one  friend  stopped  hanging  out  with  me  after  i  came  out  too,0,-0.09636363636363635,0,song reminds friends people ive stopped talking reminds mom havent seen years drug addict lot terrible things live dad grandparents 's amazing since 's conservative christian household 'm bi feminine told phase masculine family always hear talk badly gays political shit brought lost many friends try talk anyone im scared losing people time time one friend stopped hanging came
W2TE0DjdNqI,UgxpxOarhwJhpFSbn2d4AaABAg,why  does  this  guy  keep  making  me  sad    what'd  i  ever  do  to  you  porter  robinson,0,-0.5,0,guy keep making sad 'd ever porter robinson
W2TE0DjdNqI,UgwClFOWTT_Ki6McdvV4AaABAg,i'm  not  even  gonna  say  that  i'm  not  crying    i'm  definitely  crying,1,-0.05,0,'m even gon na say 'm crying 'm definitely crying
W2TE0DjdNqI,UgzOObEm3Az-gUChmiN4AaABAg,i  remember  my  first  friend  gansa  in  kindergarten  dont  be  mean  to  the  name  he's  special  he's  not  dead  but  i  never  see  him  again    share  your  memories  to  public  if  not  that's  ok  i  know  we  lose  memory's        me  aka    contect  deleted,0,0.14910714285714285,1,remember first friend gansa kindergarten dont mean name 's special 's dead never see share memories public 's ok know lose memory 's aka contect deleted
W2TE0DjdNqI,UgyccLbUGcSFRREy_JZ4AaABAg,it  sounds  like  a  sad  bmo  or  puppycat,0,-0.5,0,sounds like sad bmo puppycat
W2TE0DjdNqI,Ugwuq1v6Rhrr_5OW4yp4AaABAg,ever  since  i  finished  orv  omniscient  reader's  viewpoint  's  epilogue  this  song  has  hit  me  so  much  harder    49  51  is  so  painful,2,-0.39999999999999997,0,ever since finished orv omniscient reader 's viewpoint 's epilogue song hit much harder 49 51 painful
W2TE0DjdNqI,Ugye4VW7ckR_XGXlT5p4AaABAg,i  used  to  have  this  friend  at  a  crappy    low  budget  karate  class  i'd  gone  to    we  were  super  close    and  pretty  much  the  outcasts  of  the  group    if  you  will    we  were  on  a  field  trip  to  a  pool  once    the  last  time  i  went  to  that  class    our  teacher  always  told  us  'if  you  don't  come  back  to  me  the  first  time  i  call  you    i'm  leaving  you  '  and  obviously  nobody  believed  him  because  what  type  of  psychopath  would  leave  kids  and  not  come  back  for  them      anyways    my  friend  and  i  were  swimming  together  and  he  went  underwater    and  our  teacher  called  us    i  swam  out  of  the  pool    then  turned  around  to  go  get  my  friend  because  he  hadn't  heard  our  instructor    i  was  told  to  leave  him    we  left  without  him    and  he  went  missing    i  can't  even  remember  his  name    but  i  think  about  him  all  the  time      i  miss  you    friend,1,0.07575757575757575,1,used friend crappy low budget karate class 'd gone super close pretty much outcasts group field trip pool last time went class teacher always told us 'if n't come back first time call 'm leaving ' obviously nobody believed type psychopath would leave kids come back anyways friend swimming together went underwater teacher called us swam pool turned around go get friend n't heard instructor told leave left without went missing ca n't even remember name think time miss friend
W2TE0DjdNqI,UgwdPKWoRro7VNnYzeR4AaABAg,life  is  nothing  without  any  fun    a  little  of  it  works  too,1,0.056249999999999994,1,life nothing without fun little works
W2TE0DjdNqI,UgxudonNdGvicRQsal14AaABAg,found  this  song  a  while  ago    i  ve  been  reading  all  the  comments  about  being  emotional  and  old  memories  and  other  stuff    it  s  not  like  have  any  problem  with  it    song  is  great  too  but  from  like  past  20  or  25  years  i  ve  never  had  a  moments  like  i  feel  to  be  emotional  about  anything    lost  some  loved  ones    but  that  too  doesn  t  feels  like  remembering  stuff  from  earlier  with  them    nothing  makes  feel  like  crying    all  it  is    is  just  a  calm    emotionless  mind    am  i  cold  hearted  not  like  i  hate  that  either    i  m  just  curious  thats  all,0,-0.01346153846153845,0,found song ago reading comments emotional old memories stuff like problem song great like past 20 25 years never moments like feel emotional anything lost loved ones feels like remembering stuff earlier nothing makes feel like crying calm emotionless mind cold hearted like hate either curious thats
W2TE0DjdNqI,UgzWF0utsG9eAseucvB4AaABAg,the  saddest  part  of  life  is  when  the  person  who  gave  you  memories  becomes  a  memory,13309,0.0,0,saddest part life person gave memories becomes memory
W2TE0DjdNqI,UgxDn9ecVv2PIEAKFEF4AaABAg,to  me  the  part    it  s  the  end  of  the  world  don  t  blame  yourself    sounds  like  a  suicide  note,9,0.0,0,part end world blame sounds like suicide note
W2TE0DjdNqI,Ugx7xlJm9UPCrhrxIOt4AaABAg,im  going  to  die  anyway    so  ill  jam  this  then  yeet  to  the  roof,0,-0.5,0,im going die anyway ill jam yeet roof
W2TE0DjdNqI,Ugyfmq2ZWMaeBakywOd4AaABAg,please  stop  posting  sad  comments  i'm  into  another  level  of  sadness,0,-0.5,0,please stop posting sad comments 'm another level sadness
W2TE0DjdNqI,UgyB43Dhtda2L6_3NqB4AaABAg,do  i  have  to  say  good  bye  to  this  world  so  damm  evil,0,-0.15000000000000002,0,say good bye world damm evil
W2TE0DjdNqI,UgwPxHSNbRbvALrj6114AaABAg,man  this  song  encourage  me  to  study  hard  thank  you,0,-0.2916666666666667,0,man song encourage study hard thank
W2TE0DjdNqI,UgxnU-Dk2EkGMZuyle54AaABAg,i  say  goodbye  soon  and  if  it  ture,0,0.0,0,say goodbye soon ture
W2TE0DjdNqI,Ugxo7IjlEMvRs6XP3oF4AaABAg,the  song  makes  the  depression  away  and  put  the  memories  in,0,0.0,0,song makes depression away put memories
W2TE0DjdNqI,UgwRQ8GQTakqI5LkRXZ4AaABAg,so  beatiful,0,0.0,0,beatiful
W2TE0DjdNqI,UgxPHWEWa0Y_tlsY9u94AaABAg,this  song  makes  everything  ok,0,0.5,1,song makes everything ok
W2TE0DjdNqI,UgxHoJfDARUhlKTAQJF4AaABAg,back  in  2016  i  made  my  first  online  friend    we  talked  until  months  later  we  stopped  talking    i  tried  so  hard  trying  to  contact  her  again  but  i  gave  up    until  i  tried  again  back  in  march  2020  and  we  became  friends  again    shes  currently  a  semi  popular  twitch  streamer  but  it  s  good  that  she  s  doing  well      it  took  me  4  years  to  find  her  again  lmao,0,0.2064814814814815,1,back 2016 made first online friend talked months later stopped talking tried hard trying contact gave tried back march 2020 became friends shes currently semi popular twitch streamer good well took 4 years find lmao
