Video ID,Comment ID,comments,Likes,polarity,pol_cat,stop_comments
ZbZSe6N_BXs,Ugyf2DseFp2t102G_eN4AaABAg,the  very  best  positive  song  ever  released    makes  me  so  happy  to  hear  it    never  tire  of  hearing  it      thank  you,86,0.6757575757575758,1,best positive song ever released makes happy hear never tire hearing thank
ZbZSe6N_BXs,Ugx1rBmxPxbwwM0uVZp4AaABAg,i  remember  the  teacher  showing  us  this  video  in  elementary  school    i  can  t  believe  9yr  me  saw  tyler    earl    and  jasper  in  class  before  i  who  who  they  were,0,0.3,1,remember teacher showing us video elementary school believe 9yr saw tyler earl jasper class
ZbZSe6N_BXs,UgwQiU4PuJnvjBDMGtF4AaABAg,happy  guilty,0,0.15000000000000002,1,happy guilty
ZbZSe6N_BXs,UgzDw3OdZjDBN_c9zQ94AaABAg,wow  your  song  increible,0,0.1,1,wow song increible
ZbZSe6N_BXs,Ugy4r2WcqRQjWYMcP4J4AaABAg,this  is  like  before  covid,0,0.0,0,like covid
ZbZSe6N_BXs,UgxXX2H2bYRZx9zmglx4AaABAg,people  was  so  happy  with  positive  energy,0,0.5136363636363637,1,people happy positive energy
ZbZSe6N_BXs,UgyibPUBsucnHENiLSV4AaABAg,my  favorite  childhood  song,1,0.5,1,favorite childhood song
ZbZSe6N_BXs,Ugzn9joWNTEKPFqLTLx4AaABAg,this  song  will  forever  make  me  smile        thank  you  so  much,120,0.25,1,song forever make smile thank much
ZbZSe6N_BXs,UgwBJN68zdl44UuE__R4AaABAg,very  very  music    br  br  br,1,0.26,1,music br br br
ZbZSe6N_BXs,UgwcAEhyNgRt337XwmB4AaABAg,come  here    after  watching    voice  of  fire      love  love  you,0,0.5,1,come watching voice fire love love
ZbZSe6N_BXs,UgyJtc0nTlh6J6ZiH7h4AaABAg,prince    i  m  so  happy  to  see  you,0,0.8,1,prince happy see
ZbZSe6N_BXs,UgzbC_zBR6ay708ZXE54AaABAg,aaa  i  miss  this  song  afff  ',0,0.0,0,aaa miss song afff '
ZbZSe6N_BXs,UgzProD7jSC8jPK9b6d4AaABAg,its  only  me  or  someone  else  remembers  that  bruno  mars  sings  this  song,5,0.0,0,someone else remembers bruno mars sings song
ZbZSe6N_BXs,Ugw3AM0TEESsznratuB4AaABAg,and  when  i  see  the  kid  dancing  and  the  man  jumping,0,0.0,0,see kid dancing man jumping
ZbZSe6N_BXs,UgwsU_w7NL189ZCPDM54AaABAg,when  you're  happy  and  you  know  it      not  too  proud  or  scared  to  show  it        one  of  my  favorite,76,0.7000000000000001,1,'re happy know proud scared show one favorite
ZbZSe6N_BXs,UghLoxqtOSkIG3gCoAEC,who  else  thought  this  was  going  to  have  like  1b  already    this  song  deserves  it,2051,0.0,0,else thought going like 1b already song deserves
ZbZSe6N_BXs,UgwSLUt6TBedERboyxh4AaABAg,2020  i  still  listen  and  it's  so  good,4,0.7,1,2020 still listen 's good
ZbZSe6N_BXs,UgwrzHLVXLwsh7uZ5_V4AaABAg,to  anyone  who  wants  to  sing  alone    let  me  tell  you  now  here  we  go  it  might  seem  crazy  what  i'm  about  to  say  sunshine  she's  here    you  can  take  a  break  i'm  a  hot  air  balloon  that  can  go  to  space  with  the  air    like  i  don't  care  baby  by  the  way    come  on    because  i'm  happy  clap  along  if  you  feel  like  a  room  without  a  roof  because  i'm  happy  clap  along  if  you  feel  like  happiness  is  the  truth  because  i'm  happy  clap  along  if  you  know  what  happiness  is  to  you  because  i'm  happy  clap  along  if  you  feel  like  that's  what  you  wanna  do    hey    here  come  bad  news  talking  this  and  that    yeah    well    give  me  all  you  got    and  don't  hold  it  back    yeah    well    i  should  probably  warn  you    you'll  be  just  fine    yeah    no  offense  to  you    don't  waste  your  time    here's  why    because  i'm  happy  clap  along  if  you  feel  like  a  room  without  a  roof  because  i'm  happy  clap  along  if  you  feel  like  happiness  is  the  truth  because  i'm  happy  clap  along  if  you  know  what  happiness  is  to  you  because  i'm  happy  clap  along  if  you  feel  like  that's  what  you  wanna  do  here  go    happy    bring  me  down  can't  nothing    happy    bring  me  down  my  level's  too  high    happy    to  bring  me  down  to  bring  me    let  me  tell  you  now    bring  me  down  can't  nothing  bring  me  down  his  level's  too  high  to  bring  me  down  to  bring  me  down  because  i'm  happy  clap  along  if  you  feel  like  a  room  without  a  roof  because  i'm  happy  clap  along  if  you  feel  like  happiness  is  the  truth  because  i'm  happy  clap  along  if  you  know  what  happiness  is  to  you  because  i'm  happy  clap  along  if  you  feel  like  that's  what  you  wanna  do  because  i'm  happy  clap  along  if  you  feel  like  a  room  without  a  roof  because  i'm  happy  clap  along  if  you  feel  like  happiness  is  the  truth  because  i'm  happy  clap  along  if  you  know  what  happiness  is  to  you  because  i'm  happy  clap  along  if  you  feel  like  that's  what  you  wanna  do,115,0.4511111111111113,1,anyone wants sing alone let tell go might seem crazy 'm say sunshine 's take break 'm hot air balloon go space air like n't care baby way come 'm happy clap along feel like room without roof 'm happy clap along feel like happiness truth 'm happy clap along know happiness 'm happy clap along feel like 's wan na hey come bad news talking yeah well give got n't hold back yeah well probably warn 'll fine yeah offense n't waste time 's 'm happy clap along feel like room without roof 'm happy clap along feel like happiness truth 'm happy clap along know happiness 'm happy clap along feel like 's wan na go happy bring ca n't nothing happy bring level 's high happy bring bring let tell bring ca n't nothing bring level 's high bring bring 'm happy clap along feel like room without roof 'm happy clap along feel like happiness truth 'm happy clap along know happiness 'm happy clap along feel like 's wan na 'm happy clap along feel like room without roof 'm happy clap along feel like happiness truth 'm happy clap along know happiness 'm happy clap along feel like 's wan na
ZbZSe6N_BXs,UgzeLG3V5-YtHEnSUOx4AaABAg,the  music  of  my  favorite  villain,0,0.5,1,music favorite villain
ZbZSe6N_BXs,UgzYzynu7cGeSRuf8Nh4AaABAg,this  is  my  favorite  song  when  i  was  just  a  boy    and  i  finally  know  the  name,4,0.25,1,favorite song boy finally know name
ZbZSe6N_BXs,UgyU9tlegsLewXaV2sN4AaABAg,this  song  brings  so  much  joy    it  made  me  think  about  what  makes  me  happy    i  m  so  grateful  for  the  memories,5,0.8,1,song brings much joy made think makes happy grateful memories
ZbZSe6N_BXs,UgyySFukqSceVss9l854AaABAg,this  is  that  song  that  you  play  to  people  who  always  want  to  bring  you  down    and  you  play  on  the  days  that  you  feel  great,0,0.32222222222222224,1,song play people always want bring play days feel great
ZbZSe6N_BXs,Ugx9E1uEdBqYvGJd6dJ4AaABAg,no  one  have  any  idea  what  they  are  breaking  and  what  they  turning  someone  into  someone    treasures  are  not  always  beautiful    i  am  different,0,0.425,1,one idea breaking turning someone someone treasures always beautiful different
ZbZSe6N_BXs,Ugy5ZslP6miUvPWQd5B4AaABAg,comment  to  future  generations        please  don't  let  this  song  die,2,0.0,0,comment future generations please n't let song die
ZbZSe6N_BXs,UgwTC_g3YzVjcFVnVkd4AaABAg,finally  a  song  i  could  play  in  front  of  my  family,25,0.0,0,finally song could play front family
ZbZSe6N_BXs,UgyVhknl71DPKvQ4i-94AaABAg,lyrics            it  might  seem  crazy  what  i  am  'bout  to  say    sunshine  she's  here    you  can  take  a  break    i'm  a  hot  air  balloon  that  could  go  to  space    with  the  air    like  i  don't  care    baby  by  the  way    huh    because  i'm  happy      clap  along  if  you  feel  like  a  room  without  a  roof      because  i'm  happy      clap  along  if  you  feel  like  happiness  is  the  truth      because  i'm  happy      clap  along  if  you  know  what  happiness  is  to  you      because  i'm  happy      clap  along  if  you  feel  like  that's  what  you  wanna  do    here  come  bad  news  talking  this  and  that    yeah      well  give  me  all  you  got    don't  hold  back    yeah      well  i  should  probably  warn  you  i'll  be  just  fine    yeah      no  offence  to  you  don't  waste  your  time    here's  why    clap  along  if  you  feel  like  a  room  without  a  roof      because  i'm  happy      clap  along  if  you  feel  like  happiness  is  the  truth      because  i'm  happy      clap  along  if  you  know  what  happiness  is  to  you      because  i'm  happy      clap  along  if  you  feel  like  that's  what  you  wanna  do    uh    bring  me  down    can't  nothing    bring  me  down    my  level's  too  high  to  bring  me  down    can't  nothing    bring  me  down    i  said    bring  me  down    can't  nothing    bring  me  down    my  level's  too  high  to  bring  me  down    can't  nothing    bring  me  down    i  said    clap  along  if  you  feel  like  a  room  without  a  roof      because  i'm  happy      clap  along  if  you  feel  like  happiness  is  the  truth      because  i'm  happy      clap  along  if  you  know  what  happiness  is  to  you      because  i'm  happy      clap  along  if  you  feel  like  that's  what  you  wanna  do    clap  along  if  you  feel  like  a  room  without  a  roof      because  i'm  happy      clap  along  if  you  feel  like  happiness  is  the  truth      because  i'm  happy      clap  along  if  you  know  what  happiness  is  to  you      because  i'm  happy      clap  along  if  you  feel  like  that's  what  you  wanna  do    uh    bring  me  down    happy    happy    happy    happy      can't  nothing    happy    happy    happy    happy      bring  me  down    my  level's  too  high    to  bring  me  down    happy    happy    happy    happy      can't  nothing    happy    happy    happy    happy      bring  me  down    i  said    clap  along  if  you  feel  like  a  room  without  a  roof      because  i'm  happy      clap  along  if  you  feel  like  happiness  is  the  truth      because  i'm  happy      clap  along  if  you  know  what  happiness  is  to  you    ayy    ayy    ayy        because  i'm  happy      clap  along  if  you  feel  like  that's  what  you  wanna  do    clap  along  if  you  feel  like  a  room  without  a  roof      because  i'm  happy      clap  along  if  you  feel  like  happiness  is  the  truth      because  i'm  happy      clap  along  if  you  know  what  happiness  is  to  you    hey        because  i'm  happy      clap  along  if  you  feel  like  that's  what  you  wanna  do    come  on,37,0.5026470588235297,1,lyrics might seem crazy 'bout say sunshine 's take break 'm hot air balloon could go space air like n't care baby way huh 'm happy clap along feel like room without roof 'm happy clap along feel like happiness truth 'm happy clap along know happiness 'm happy clap along feel like 's wan na come bad news talking yeah well give got n't hold back yeah well probably warn 'll fine yeah offence n't waste time 's clap along feel like room without roof 'm happy clap along feel like happiness truth 'm happy clap along know happiness 'm happy clap along feel like 's wan na uh bring ca n't nothing bring level 's high bring ca n't nothing bring said bring ca n't nothing bring level 's high bring ca n't nothing bring said clap along feel like room without roof 'm happy clap along feel like happiness truth 'm happy clap along know happiness 'm happy clap along feel like 's wan na clap along feel like room without roof 'm happy clap along feel like happiness truth 'm happy clap along know happiness 'm happy clap along feel like 's wan na uh bring happy happy happy happy ca n't nothing happy happy happy happy bring level 's high bring happy happy happy happy ca n't nothing happy happy happy happy bring said clap along feel like room without roof 'm happy clap along feel like happiness truth 'm happy clap along know happiness ayy ayy ayy 'm happy clap along feel like 's wan na clap along feel like room without roof 'm happy clap along feel like happiness truth 'm happy clap along know happiness hey 'm happy clap along feel like 's wan na come
ZbZSe6N_BXs,UgztxjsJKwECB1kDZ3d4AaABAg,this  is  my  childhood,0,0.0,0,childhood
ZbZSe6N_BXs,Ugyo6jmEga0ohW3FqBJ4AaABAg,verse  1    it  might  seem  crazy  what  i'm  'bout  to  say  sunshine  she's  here    you  can  take  a  break  i'm  a  hot  air  balloon  that  could  go  to  space  with  the  air    like  i  don't  care    baby    by  the  way      chorus      because  i'm  happy    clap  along  if  you  feel  like  a  room  without  a  roof    because  i'm  happy    clap  along  if  you  feel  like  happiness  is  the  truth    because  i'm  happy    clap  along  if  you  know  what  happiness  is  to  you    because  i'm  happy    clap  along  if  you  feel  like  that's  what  you  wanna  do      verse  2    here  come  bad  news    talking  this  and  that    yeah      well    give  me  all  you  got    don't  hold  it  back    yeah      well    i  should  probably  warn  ya    i'll  be  just  fine    yeah      no  offense  to  you    don  t  waste  your  time    here's  why      chorus      because  i'm  happy    clap  along  if  you  feel  like  a  room  without  a  roof    because  i'm  happy    clap  along  if  you  feel  like  happiness  is  the  truth    because  i'm  happy    clap  along  if  you  know  what  happiness  is  to  you    because  i'm  happy    clap  along  if  you  feel  like  that's  what  you  wanna  do      bridge    bring  me  down  can't  nothing  bring  me  down  my  level's  too  high  to  bring  me  down  can't  nothing  bring  me  down    i  said  bring  me  down  can't  nothing  bring  me  down  my  level's  too  high  to  bring  me  down  can't  nothing  bring  me  down    i  said      chorus      because  i'm  happy    clap  along  if  you  feel  like  a  room  without  a  roof    because  i'm  happy    clap  along  if  you  feel  like  happiness  is  the  truth    because  i'm  happy    clap  along  if  you  know  what  happiness  is  to  you    because  i'm  happy    clap  along  if  you  feel  like  that's  what  you  wanna  do    because  i'm  happy    clap  along  if  you  feel  like  a  room  without  a  roof    because  i'm  happy    clap  along  if  you  feel  like  happiness  is  the  truth    because  i'm  happy    clap  along  if  you  know  what  happiness  is  to  you    because  i'm  happy    clap  along  if  you  feel  like  that's  what  you  wanna  do      bridge    bring  me  down  can't  nothing  bring  me  down  my  level's  too  high  to  bring  me  down  can't  nothing  bring  me  down    i  said            chorus      because  i'm  happy    clap  along  if  you  feel  like  a  room  without  a  roof    because  i'm  happy    clap  along  if  you  feel  like  happiness  is  the  truth    because  i'm  happy    clap  along  if  you  know  what  happiness  is  to  you    because  i'm  happy    clap  along  if  you  feel  like  that's  what  you  wanna  do    because  i'm  happy    clap  along  if  you  feel  like  a  room  without  a  roof    because  i'm  happy    clap  along  if  you  feel  like  happiness  is  the  truth    because  i'm  happy    clap  along  if  you  know  what  happiness  is  to  you    because  i'm  happy    clap  along  if  you  feel  like  that's  what  you  wanna  do,106,0.44526315789473697,1,verse 1 might seem crazy 'm 'bout say sunshine 's take break 'm hot air balloon could go space air like n't care baby way chorus 'm happy clap along feel like room without roof 'm happy clap along feel like happiness truth 'm happy clap along know happiness 'm happy clap along feel like 's wan na verse 2 come bad news talking yeah well give got n't hold back yeah well probably warn ya 'll fine yeah offense waste time 's chorus 'm happy clap along feel like room without roof 'm happy clap along feel like happiness truth 'm happy clap along know happiness 'm happy clap along feel like 's wan na bridge bring ca n't nothing bring level 's high bring ca n't nothing bring said bring ca n't nothing bring level 's high bring ca n't nothing bring said chorus 'm happy clap along feel like room without roof 'm happy clap along feel like happiness truth 'm happy clap along know happiness 'm happy clap along feel like 's wan na 'm happy clap along feel like room without roof 'm happy clap along feel like happiness truth 'm happy clap along know happiness 'm happy clap along feel like 's wan na bridge bring ca n't nothing bring level 's high bring ca n't nothing bring said chorus 'm happy clap along feel like room without roof 'm happy clap along feel like happiness truth 'm happy clap along know happiness 'm happy clap along feel like 's wan na 'm happy clap along feel like room without roof 'm happy clap along feel like happiness truth 'm happy clap along know happiness 'm happy clap along feel like 's wan na
ZbZSe6N_BXs,Ugy4wOIBnlffazinZpd4AaABAg,why  does  pharrell  look  the  same,1,0.0,0,pharrell look
ZbZSe6N_BXs,UgxcGa4fR2M00G_QLx14AaABAg,2  32  the  best  dancer  of  all    d,0,1.0,1,2 32 best dancer
ZbZSe6N_BXs,Ugz7WA_Mmlja3DPyRcx4AaABAg,ah  yes    this  positive  vibes  is  running  thru  my  veins,1,0.22727272727272727,1,ah yes positive vibes running thru veins
ZbZSe6N_BXs,UgxYLw1uyBDngl9PK1F4AaABAg,i  can  t  believe  this  doesn  t  have  a  billion  views  by  now,1445,0.0,0,believe billion views
ZbZSe6N_BXs,UgxJrBaXjUEnvCDqvDF4AaABAg,this  song  never  fails  to  lighten  my  mood  after  a    hectic  day,69,0.25,1,song never fails lighten mood hectic day
ZbZSe6N_BXs,Ugz1hcLSmFD_-oeJOa14AaABAg,2021  years  and  still  listen    d,0,0.0,0,2021 years still listen
ZbZSe6N_BXs,UgyXfkY7FeKV2WtTxQV4AaABAg,it  s  your  choice    happy,0,0.8,1,choice happy
ZbZSe6N_BXs,UgwhbLPJawVYDlfouBB4AaABAg,i  found  this  song  because  despicable  force  from  roblox  used  this  song  when  you  completed  a  stage  it  doesn't  have  the  singing  but  its  there,0,0.0,0,found song despicable force roblox used song completed stage n't singing
ZbZSe6N_BXs,UgxMTH7QHlsw5uJIGfl4AaABAg,i  can't  belive  this  is  the  same  guy  that  sung  on  neon  guts,1,0.0,0,ca n't belive guy sung neon guts
ZbZSe6N_BXs,UgwIapVYOncSxUiuZb94AaABAg,who  s  listening  this  golden  song  today,0,0.3,1,listening golden song today
ZbZSe6N_BXs,UgzUW7mKvvEI5eTrh354AaABAg,i  was  15  yo  when  this  song  came  out  and  it  still  makes  me  happy,5,0.8,1,15 yo song came still makes happy
ZbZSe6N_BXs,UgxqzVLoeYMwkwanybF4AaABAg,the  people  who  dislike  need  to  go  to  the  hospital  to  see  are  they  right,0,0.2857142857142857,1,people dislike need go hospital see right
ZbZSe6N_BXs,Ugzg08RTjlqBGYOxujZ4AaABAg,i  am  ready  for  the  comments  that  says    omg    1b  views    from  now,1,0.2,1,ready comments says omg 1b views
ZbZSe6N_BXs,UgyM3f-Iuz8Amm5juDF4AaABAg,want  a  fun  fact  i  sent  this  video  to  my  friend  since  he  wanted  emotional  support,0,0.15,1,want fun fact sent video friend since wanted emotional support
ZbZSe6N_BXs,UgwdshcvliEARsoU5zp4AaABAg,the  best  song  for  a  life  happy,0,0.9,1,best song life happy
ZbZSe6N_BXs,UgzT0uh3DOR6fdOUcMp4AaABAg,it  s  november  2021    let  s  see  how  many  legends  are  listerning  to  this  masterpiece,1,0.5,1,november 2021 let see many legends listerning masterpiece
ZbZSe6N_BXs,Ugy-0oXOSaCFQ_5-u5J4AaABAg,brings  a  happy  tear  to  my  eye,6,0.8,1,brings happy tear eye
ZbZSe6N_BXs,UgwBgxpwN6XezBc77rN4AaABAg,this  song  has  still  got  the  magic  after  7  years  to  bring  me  good  vibes,50,0.6,1,song still got magic 7 years bring good vibes
ZbZSe6N_BXs,UgzxUBOHvOZLJassVEt4AaABAg,happy  it's  my  favorite  music,0,0.65,1,happy 's favorite music
ZbZSe6N_BXs,Ugy0mVesOP044t7AOJp4AaABAg,still  watching  in  2021  maybe  2022,0,0.0,0,still watching 2021 maybe 2022
ZbZSe6N_BXs,UgwhcLbVW82evD5wdjV4AaABAg,who  couldn't  help  themselves  and  started    dancing  like  no  one  was  watching      me    me    me    lol  simply  inspired  music    no  boundaries  for  age    race    religion    just  be  happy    thank  you  pharrell  williams    this  song  will  endure  the  test  of  time    god  bless  you,277,0.5333333333333333,1,could n't help started dancing like one watching lol simply inspired music boundaries age race religion happy thank pharrell williams song endure test time god bless
ZbZSe6N_BXs,UgxzmHclDt4YONLXi1R4AaABAg,my  first  grade  teacher  showed  me  this    hearing  this  gives  me  memories  and  nostalgia,98,0.25,1,first grade teacher showed hearing gives memories nostalgia
ZbZSe6N_BXs,UgxmTsdREutd9RmKQvB4AaABAg,i  remember  the  movie  minion,0,0.0,0,remember movie minion
ZbZSe6N_BXs,Ugw_ZQQe3Y_yJfEmevZ4AaABAg,no  way  it  s  almost  been  8  years,0,0.0,0,way almost 8 years
ZbZSe6N_BXs,UgxPc_pVbLToLQf581l4AaABAg,can  anyone  tell  me  how  this  video  doesnt  got  1  bil  views,0,0.0,0,anyone tell video doesnt got 1 bil views
ZbZSe6N_BXs,UgzjtWNuVV9viVG9CAl4AaABAg,massey  hill  is  happy,0,0.8,1,massey hill happy
ZbZSe6N_BXs,Ugxsv80MjUpeEnsL2Zt4AaABAg,0  43  ayeee  earl    tyler  and  jasper,1,0.0,0,0 43 ayeee earl tyler jasper
ZbZSe6N_BXs,UgysT-FUI_lanH0RRBt4AaABAg,this  is  a  certified  hood  classic,0,0.16666666666666666,1,certified hood classic
ZbZSe6N_BXs,Ugzh51XyWFt6dSOK4Yt4AaABAg,2010  im  happy        2011  im  happy        2012  im  happy        2013  im  happy        2014  im  happy        2015  im  happy        2016im  happy      2017  im  happy        2018  im  happy        2019  yeah    im        happy            2020  i  hate  my  life          2021  i  feel  the  same  as  2020,1,0.6,1,2010 im happy 2011 im happy 2012 im happy 2013 im happy 2014 im happy 2015 im happy 2016im happy 2017 im happy 2018 im happy 2019 yeah im happy 2020 hate life 2021 feel 2020
ZbZSe6N_BXs,Ugw7s5L1fWj9rs5vsf54AaABAg,this  song  was  played  every  morning  in  elementary  school  to  get  us    hyped,424,0.3,1,song played every morning elementary school get us hyped
ZbZSe6N_BXs,UgyfoYwVlCM2NHKQCDt4AaABAg,0  43  lmao  that's  tyler  and  earl,1,0.6,1,0 43 lmao 's tyler earl
ZbZSe6N_BXs,UgzbC-3zvr8iQyhMbPZ4AaABAg,if  you  re  listening  to  this  amazing  song  in  2021    you  re  a  legend,2,0.6000000000000001,1,listening amazing song 2021 legend
ZbZSe6N_BXs,UgxZMT4VLFZOk7eqZRZ4AaABAg,pharrell  williams    the  day  i  work  with  you  i'll  be  the  happiest  person  on  this  earth    i  wrote  a  song  when  i  was  fifteen    wish  you  could  take  my  sad  song  and  make  it  happy    i  wish  i  could  work  as  a  teacher  one  day  and  make  this  world  happier  your  vibes  are  much  needed,89,0.16666666666666666,1,pharrell williams day work 'll happiest person earth wrote song fifteen wish could take sad song make happy wish could work teacher one day make world happier vibes much needed
ZbZSe6N_BXs,UgykWlYkP3iXARL3e4R4AaABAg,really  good  quality  even  tho  its  720p    0,0,0.7,1,really good quality even tho 720p 0
ZbZSe6N_BXs,UgwkEZUR1JlTYlBRE1N4AaABAg,back  in  france      when  i  was  little      i  was  with  my  classmates      danced  to  this  song    it's  so  nice  to  remember  those  2012,0,0.13749999999999998,1,back france little classmates danced song 's nice remember 2012
ZbZSe6N_BXs,UgxeeAaqxyt76bTe5dl4AaABAg,it's  crazy  many  people  come  back  to  this  everyday    this  song  is  legendary    it's  so  addictive,1,0.11666666666666665,1,'s crazy many people come back everyday song legendary 's addictive
ZbZSe6N_BXs,UgxT8kB9KVvC_maTfhl4AaABAg,i  think  he's  specifically  happy  because  of  that  nardwuar  interview,0,0.8,1,think 's specifically happy nardwuar interview
ZbZSe6N_BXs,UgxXatfxngjYPkIXbdV4AaABAg,the  people  who  disliked  did  it  because  they  aren  t  happy,1,0.30000000000000004,1,people disliked happy
ZbZSe6N_BXs,UgzMbhVc-guj868EgTh4AaABAg,i  hope  everyone  is,1,0.0,0,hope everyone
ZbZSe6N_BXs,UgwOOMpws1FXVKZlgbt4AaABAg,amazing      pharrell,0,0.6000000000000001,1,amazing pharrell
ZbZSe6N_BXs,UgzIj9zzzZNIzx5u7Pp4AaABAg,you  can't  help  but  move  hearing  this,2,0.0,0,ca n't help move hearing
ZbZSe6N_BXs,Ugz9EWSnYcZjH4NOABJ4AaABAg,everyone  after  covid        so  lovely  and  how  adorable,0,0.5,1,everyone covid lovely adorable
ZbZSe6N_BXs,Ugw_XZ7Z2hYB2irF4pd4AaABAg,remember  this  on  jibjab,0,0.0,0,remember jibjab
ZbZSe6N_BXs,UgxWVBELgIE9taUzzAt4AaABAg,this  song  helped  my  homework,0,0.0,0,song helped homework
ZbZSe6N_BXs,Ugy_PO3AY5ZILgqh7uF4AaABAg,all  the  best  to  everyone  struggling  out  there  just  remember  stay  positive  and  hold  your  head  high,3,0.4624242424242424,1,best everyone struggling remember stay positive hold head high
ZbZSe6N_BXs,Ugw3Nh6TR7GwDcIvS8Z4AaABAg,old  but  gold,0,0.1,1,old gold
ZbZSe6N_BXs,UgyZzzSvv2BXGGZIv6h4AaABAg,anyone  comes  here  because  this  suddenly  cross  their  mind,0,0.0,0,anyone comes suddenly cross mind
ZbZSe6N_BXs,Ugz1u3wVXS1D8A6lZ6B4AaABAg,it  makes  me  happy    besides  hearing  this  song      it's  all  these  people  dancing  in  the  clip            it  has  everything  to  do  with  the  song,1,0.8,1,makes happy besides hearing song 's people dancing clip everything song
ZbZSe6N_BXs,UgwIwrTzv1ANNjVwHKl4AaABAg,we  are  never  happy    we  just  remember  we  once  were,8,-0.4,0,never happy remember
ZbZSe6N_BXs,UgxYrcxrI6mRQJIKUrt4AaABAg,thanks  for  your  song        i  am  still  alive  thanks  to  this  song    and  it's  not  a  joke    greetings  from  russia,0,0.16666666666666666,1,thanks song still alive thanks song 's joke greetings russia
ZbZSe6N_BXs,Ugz6b6RjYQQABRXJfSd4AaABAg,the  guy  named  happy  would  be  confused  with  these  many  happys,0,0.3,1,guy named happy would confused many happys
ZbZSe6N_BXs,UgwErWVgX9p_n6-Z5id4AaABAg,i  was  addicted  to  this  song  before  the  corona  days    i  was  listening  to  it  every  day  because  it  was  our  school  bell  music  but  i  still  listen  to  it  all  the  time  it  doesn't  matter  why  do  you  listen  this  song  just  enjoy  the  positivness,56,0.0,0,addicted song corona days listening every day school bell music still listen time n't matter listen song enjoy positivness
ZbZSe6N_BXs,Ugzw_hUxF5CIRRfLFQV4AaABAg,crazy,1,-0.6,0,crazy
