Video ID,Comment ID,comments,Likes
ZbZSe6N_BXs,UgzuoqL6SCN4mt75bH94AaABAg,The  amount  of  positivity  in  this  music  is  overwhelming,623
ZbZSe6N_BXs,Ugz6mAM1NvyDS4I7TLp4AaABAg,Everytime  I  hear  this  song  I  feel  happy  ,20
ZbZSe6N_BXs,Ugx5F0vp68kahWfAyyF4AaABAg,This  song  always  makes  me  smile      Works  like  an  antidepressant  pill  ,73
ZbZSe6N_BXs,Ugx08Cyqkcomihr5C4l4AaABAg,This  song  is  sometimes  give  someone  the  reasons  to  live  by  the  happy  the  cheers  and  the  music,4
ZbZSe6N_BXs,UgyTa0jRP_AqoZ7x6tV4AaABAg,In  20  years    this  song  is  still  going  to  be  an  absolute  classic    Because  it  shares  happiness  ,811
ZbZSe6N_BXs,UgyYCS7BLGzEM3sCSZ54AaABAg,This  is  such  a  nostalgic  song  for  me    i  remember  so  many  deep  memories  of  this  one  song    I  have  been  looking  for  this  song  for  more  than  5  years    and  i  think  its  the  one      Times  were  better  before  ,103
ZbZSe6N_BXs,UgzhKx2sNikDY2yi1t54AaABAg,What  a  beautiful  song  that  makes  you  feel  like  the  world  is  beautiful    ,117
ZbZSe6N_BXs,UgwMs19_BGwnSbJZJiJ4AaABAg,This  is  one  of  them  songs  you  can  t  stop  yourself  from  singing  along  too,462
ZbZSe6N_BXs,UgyTY2_6YTaOMDQt4oZ4AaABAg,This  version  is  great              The  12  hour  version  is  amazing      ,10
ZbZSe6N_BXs,UgxNnXesHAm6qPbFt-54AaABAg,I  love  this  song  it  makes  me  happy  asf  more  music  like  this  bro  this  is  awesome  ,12
ZbZSe6N_BXs,Ugy1hScPz9cRhVJsMCR4AaABAg,I  remember  hearing  this  in  my  moms  car  in  preschool    I  was  so  happy  that  a  smile  grew  on  my  face    Later  in  life  it  dissolved    I  hear  this  song  8  years  later    I  am  finally  reunited  with  my  good  old  smile    Because  I  m  happy  ,344
ZbZSe6N_BXs,Ugy-0oXOSaCFQ_5-u5J4AaABAg,Brings  a  happy  tear  to  my  eye  ,6
ZbZSe6N_BXs,UgyUV4oeHHtEd4gBBD94AaABAg,  t  still  make  my  eyes  watery  how  beautiful  and  meaningfull  this  song  is  ,1
ZbZSe6N_BXs,UgyWS1rOGAp28p4tggB4AaABAg,THIS  WILL  NEVER  GET  OLD        ,1
ZbZSe6N_BXs,Ugxm6Q_GHnwea1DhAUB4AaABAg,This  man  made  history  during  my  childhood    this  was  the  banger  of  the  time  ,800
ZbZSe6N_BXs,Ugw5oYhVWUWrXXjRp014AaABAg,This  song  always  puts  me  in  a  good  mood      ,1
ZbZSe6N_BXs,UgwtXdAFwjgz-G10p054AaABAg,Even  if  it  is  2021    that  song  still  makes  me  happy,2
ZbZSe6N_BXs,UgzY5oUzejNMok3kghd4AaABAg,We  need  a  bit  of  happiness  right  now  in  the  world  ,75
ZbZSe6N_BXs,UgwW8Q1T1cisUNoOFgt4AaABAg,I  wish  times  were  like  this  again    everything  was  so  simple,116
ZbZSe6N_BXs,UgwSC9nzgmhoyEmiJ4J4AaABAg,Fun  fact    This  song  never  get  old,418
ZbZSe6N_BXs,UgyphfuPfDHpjAjmROV4AaABAg,One  of  the  greatest  classics      ,1
ZbZSe6N_BXs,UgwSLUt6TBedERboyxh4AaABAg,2020  I  still  listen  and  it's  so  good,4
ZbZSe6N_BXs,Ugy_nypdkgUj3G22ECJ4AaABAg,I  grew  up  with  this  song    those  were  really  good  times      ,3
ZbZSe6N_BXs,Ugz0FqLfRohRh7QZG494AaABAg,I  chose  this  song  as  a  funeral  song  for  my  beloved  who  passed  away  far  too  young    It  was  her  favourite  song,48
ZbZSe6N_BXs,Ugx6XcAhubgutHAWYFN4AaABAg,Especially  in  these  times  this  song  hits  harder  than  ever,362
ZbZSe6N_BXs,Ugz3da3Auf9PMfJAMsp4AaABAg,It  might  seem  crazy  what  I  am  'bout  to  say  Sunshine  she's  here    you  can  take  a  break  I'm  a  hot  air  balloon  that  could  go  to  space  With  the  air    like  I  don't  care    baby  by  the  way  Huh    Because  I'm  happy    Clap  along  if  you  feel  like  a  room  without  a  roof    Because  I'm  happy    Clap  along  if  you  feel  like  happiness  is  the  truth    Because  I'm  happy    Clap  along  if  you  know  what  happiness  is  to  you    Because  I'm  happy    Clap  along  if  you  feel  like  that's  what  you  wanna  do  Here  come  bad  news  talking  this  and  that    Yeah    Well  give  me  all  you  got    don't  hold  back    Yeah    Well  I  should  probably  warn  you  I'll  be  just  fine    Yeah    No  offence  to  you  don't  waste  your  time  Here's  why  Clap  along  if  you  feel  like  a  room  without  a  roof    Because  I'm  happy    Clap  along  if  you  feel  like  happiness  is  the  truth    Because  I'm  happy    Clap  along  if  you  know  what  happiness  is  to  you    Because  I'm  happy    Clap  along  if  you  feel  like  that's  what  you  wanna  do  Uh    bring  me  down  Can't  nothing    bring  me  down  My  level's  too  high  to  bring  me  down  Can't  nothing    bring  me  down    I  said  Bring  me  down    can't  nothing  Bring  me  down  My  level's  too  high  to  bring  me  down  Can't  nothing    bring  me  down    I  said  Clap  along  if  you  feel  like  a  room  without  a  roof    Because  I'm  happy    Clap  along  if  you  feel  like  happiness  is  the  truth    Because  I'm  happy    Clap  along  if  you  know  what  happiness  is  to  you    Because  I'm  happy    Clap  along  if  you  feel  like  that's  what  you  wanna  do  Clap  along  if  you  feel  like  a  room  without  a  roof    Because  I'm  happy    Clap  along  if  you  feel  like  happiness  is  the  truth    Because  I'm  happy    Clap  along  if  you  know  what  happiness  is  to  you    Because  I'm  happy    Clap  along  if  you  feel  like  that's  what  you  wanna  do  Uh    bring  me  down    Happy    happy    happy    happy    Can't  nothing    Happy    happy    happy    happy    Bring  me  down    my  level's  too  high  To  bring  me  down    Happy    happy    happy    happy    Can't  nothing    Happy    happy    happy    happy    Bring  me  down    I  said  Clap  along  if  you  feel  like  a  room  without  a  roof    Because  I'm  happy    Clap  along  if  you  feel  like  happiness  is  the  truth    Because  I'm  happy    Clap  along  if  you  know  what  happiness  is  to  you    ayy    ayy    ayy      Because  I'm  happy    Clap  along  if  you  feel  like  that's  what  you  wanna  do  Clap  along  if  you  feel  like  a  room  without  a  roof    Because  I'm  happy    Clap  along  if  you  feel  like  happiness  is  the  truth    Because  I'm  happy    Clap  along  if  you  know  what  happiness  is  to  you    hey      Because  I'm  happy    Clap  along  if  you  feel  like  that's  what  you  wanna  do,2
ZbZSe6N_BXs,UgwjrQhEICiuqDD7eIF4AaABAg,This  song  still  gives  me  some  happiness        ,1
ZbZSe6N_BXs,Ugxzl7Bh3X3QLXb1r594AaABAg,this  song  will  never  gets  old  ,0
ZbZSe6N_BXs,UgwfK3e30OeGuGliI3h4AaABAg,We  need  more  music  like  this  right  now  people  need  to  hear  that  forgotten  word  HAPPY  ,100
ZbZSe6N_BXs,Ugx3LxmiO_V3VDuy1aZ4AaABAg,This  song  is  the  definition  of  early  decade  nostalgia,370
ZbZSe6N_BXs,UgwqY3CeQgMZCQ83hF94AaABAg,This  song  makes  me  happy  again  after  5  years  when  I  was  listen  to  it  before    3,0
ZbZSe6N_BXs,UgyxBpuVQOL9B60TMYF4AaABAg,happy  it's  crazy  how  many  people  come  back  to  this  everyday    This  song  is  legendary  ,48
ZbZSe6N_BXs,Ugy-52LYk9AjyQgthL54AaABAg,I  need  to  hear  this  every  day    TY  Pharrell  ,20
ZbZSe6N_BXs,UgzfqphGeEHfIpXQ1Kh4AaABAg,Can't  lie    Times  were  better  when  this  song  was  released  ,8757
ZbZSe6N_BXs,UgzzFCnSaee686GXTuF4AaABAg,This  song  never  gets  old  ,0
ZbZSe6N_BXs,Ugz1u3wVXS1D8A6lZ6B4AaABAg,It  makes  me  HAPPY    besides  hearing  this  song      it's  all  these  people  dancing  in  the  clip            it  has  everything  to  do  with  the  song  ,1
ZbZSe6N_BXs,UgyFk2bCUUj2E2EkkOx4AaABAg,hearing  this  on  a  daily  basis  just  gives  you  some  amazing  energy  ,0
ZbZSe6N_BXs,Ugx2KPAKysZ8BZqx5-x4AaABAg,What  I  really  like  about  this  video  is  everyone  is  dancing  the  way  that  makes  them  happy,352
ZbZSe6N_BXs,UgzbKWq9Fu2QaSoiZcV4AaABAg,    It's    NOVEMBER    2021    let's  see  how  many    legends    are  still  listening  to  this  Masterpiece    ,62
ZbZSe6N_BXs,Ugx_r11fnOtW99194EV4AaABAg,This  is  the  type  of  vibe  i  wanna  ride  all  the  time  A  blissful  chill  pos    vibe    I  can  totally  vibe  2  this      Love  it      ,0
ZbZSe6N_BXs,UgwR9pvYxj1aoRbw9XV4AaABAg,This  song  is  forever  stuck  in  my  heart  for  a  reason    so  I  wanted  to  share    Back  when  I  was  very  young    around  10  years  old    I  think      there  was  this  family  that  was  friends  with  mine    like  the  mom  was  my  mom  s  long  time  friend    and  the  sons  were  friends  with  my  brother  etc    I  had  a  crush  on  the  older  son  who  was  maybe  3  4  years  older  than  me    At  one  point  there  was  a  get  together  with  a  couple  other  family  friends  and  we  kids  were  kinda  just  hanging  out  when  I    subtly  signaled    him  my  feelings    Obviously  it  was  way  less  subtle  than  I  thought  it  was    So  he  startet  avoiding  me  whenever  we  met  but  a  few  weeks  later  we  were  visiting  his  aunt  and  he  was  there  too    He  was  listening  to  this  song  on  his  phone    looking  very  confused    When  he  saw  me  watching  him    he  called  me  over  and  went  on  about  how  the  singer  pronounces  the  words  weird    Like    he  doesn  t  say    truth    but    truth  uh      if  you  know  what  I  mean    In  that  moment    I  couldn  t  care  less  about  Pharrell  Williams  or  the  way  he  sings  but  the  fact  that  this  boy  who  was  avoiding  me  had  decided  to  share  his  confusion  and  ask  me  about  my  opinion  just  felt  so  good    You  know    when  you  re  around  10  and  think  you  are  deeply  in  love    even  the  smallest  things  have  such  a  huge  impact    Today    I  have  forgotten  all  about  that  guy  but  the  feeling  I  had  in  that  moment  just  stuck  with  me  all  these  years  and  so  did  this  song  ,46
ZbZSe6N_BXs,UgylbsViWEYcQyclvZd4AaABAg,6  years  later    if  you're  happy    you  are  a  legend,853
ZbZSe6N_BXs,UgzlXm_iYegn_LztWWt4AaABAg,this  song  never  dies    it's  a  legend,0
ZbZSe6N_BXs,Ugz7tZXRNeE6JaxdGFB4AaABAg,I  was  in  grade  7  when  this  song  was  released    and  I'm  in  2nd  year  college  now      this  song  feels  so  nostalgic  ,1
ZbZSe6N_BXs,UgxcoVr-LmP_5Dp6IK94AaABAg,It  might  seem  crazy  what  I  am  'bout  to  say  Sunshine  she's  here    you  can  take  a  break  I'm  a  hot  air  balloon  that  could  go  to  space  With  the  air    like  I  don't  care    baby  by  the  way  Huh    Because  I'm  happy    Clap  along  if  you  feel  like  a  room  without  a  roof    Because  I'm  happy    Clap  along  if  you  feel  like  happiness  is  the  truth    Because  I'm  happy    Clap  along  if  you  know  what  happiness  is  to  you    Because  I'm  happy    Clap  along  if  you  feel  like  that's  what  you  wanna  do  Here  come  bad  news  talking  this  and  that    Yeah    Well  give  me  all  you  got    don't  hold  back    Yeah    Well  I  should  probably  warn  you  I'll  be  just  fine    Yeah    No  offence  to  you  don't  waste  your  time  Here's  why  Clap  along  if  you  feel  like  a  room  without  a  roof    Because  I'm  happy    Clap  along  if  you  feel  like  happiness  is  the  truth    Because  I'm  happy    Clap  along  if  you  know  what  happiness  is  to  you    Because  I'm  happy    Clap  along  if  you  feel  like  that's  what  you  wanna  do  Uh    bring  me  down  Can't  nothing    bring  me  down  My  level's  too  high  to  bring  me  down  Can't  nothing    bring  me  down    I  said  Bring  me  down    can't  nothing  Bring  me  down  My  level's  too  high  to  bring  me  down  Can't  nothing    bring  me  down    I  said  Clap  along  if  you  feel  like  a  room  without  a  roof    Because  I'm  happy    Clap  along  if  you  feel  like  happiness  is  the  truth    Because  I'm  happy    Clap  along  if  you  know  what  happiness  is  to  you    Because  I'm  happy    Clap  along  if  you  feel  like  that's  what  you  wanna  do  Clap  along  if  you  feel  like  a  room  without  a  roof    Because  I'm  happy    Clap  along  if  you  feel  like  happiness  is  the  truth    Because  I'm  happy    Clap  along  if  you  know  what  happiness  is  to  you    Because  I'm  happy    Clap  along  if  you  feel  like  that's  what  you  wanna  do  Uh    bring  me  down    Happy    happy    happy    happy    Can't  nothing    Happy    happy    happy    happy    Bring  me  down    my  level's  too  high  To  bring  me  down    Happy    happy    happy    happy    Can't  nothing    Happy    happy    happy    happy    Bring  me  down    I  said  Clap  along  if  you  feel  like  a  room  without  a  roof    Because  I'm  happy    Clap  along  if  you  feel  like  happiness  is  the  truth    Because  I'm  happy    Clap  along  if  you  know  what  happiness  is  to  you    ayy    ayy    ayy      Because  I'm  happy    Clap  along  if  you  feel  like  that's  what  you  wanna  do  Clap  along  if  you  feel  like  a  room  without  a  roof    Because  I'm  happy    Clap  along  if  you  feel  like  happiness  is  the  truth    Because  I'm  happy    Clap  along  if  you  know  what  happiness  is  to  you    hey      Because  I'm  happy    Clap  along  if  you  feel  like  that's  what  you  wanna  do  Come  on,27
ZbZSe6N_BXs,Ugz2upYc86zAd4pQmxR4AaABAg,Am  I  the  only  one  who  plays  this  when  I'm  angry    depressed    or  feeling  like  shit    It's  much  cheaper  than  therapy      Thanks    Pharrell      ,426
ZbZSe6N_BXs,Ugw3-GkI0gNZGN3Z4lt4AaABAg,This  song  will  always  bring  back  that  one  memory          Or  that  one  feeling  lol,1
ZbZSe6N_BXs,UgyLgGpWQr9nkQFksfB4AaABAg,I  remember  this  coming  out  on  radio  playing  in  middle  school  ,0
ZbZSe6N_BXs,Ugzq9hAI6Nb_7fetfmx4AaABAg,This  deserves  billions  of  views  ,1
ZbZSe6N_BXs,UgwdI8tWfxEfmh9Z9WR4AaABAg,6  years  ago        this  song  was  everything    WE  WERE  HAPPY,5233
ZbZSe6N_BXs,UgyXB4kkjanvdkXOQvJ4AaABAg,This  music  takes  me  to  the  future  I  m  so  impressed  how  this  happy  magic  comesss,0
ZbZSe6N_BXs,Ugy_PO3AY5ZILgqh7uF4AaABAg,All  the  best  to  everyone  struggling  out  there  just  remember  stay  positive  and  hold  your  head  high,3
ZbZSe6N_BXs,UgxxoZuaFISgIHr6Uvd4AaABAg,I  love  putting  this  song  in  my  every  birthday    I  will  have  let  this  song  die    legendary  song,0
ZbZSe6N_BXs,Ugxw4VagbfSOdmN95yd4AaABAg,Bruh  this  song  is  just  a  childhood  masterpiece,223
ZbZSe6N_BXs,Ugy-K-frt4Q83KsYnOZ4AaABAg,Why  this  song  ends    It  should  be  in  loop  forever  ,27
ZbZSe6N_BXs,UgxuYej-1FlPS42Nccx4AaABAg,awwww  I  love  this  song  this  gives  me  so  much  vibes      ,1
ZbZSe6N_BXs,Ugwdc-xxz-IGzHnjh7l4AaABAg,I  will  never  tire  of  listening  to  this  masterpiece  ,396
ZbZSe6N_BXs,UgykfhFutjS7QrmMwfR4AaABAg,The  song  just  doesn't  want  to  lose  its  freshness      You  can  still  play  it  in  2121    ,16
ZbZSe6N_BXs,UgzUabDqprMs5J92m1R4AaABAg,This  song  is  so  heartwarming    it  is  people    and  that  Steve  Carell  scene  totally  surprised  me  ,0
ZbZSe6N_BXs,UgzQSIPE5PC2aTnK-ZN4AaABAg,This  song  always  makes  me  happy,0
ZbZSe6N_BXs,Ugx0CUMCbE6xCf6I0714AaABAg,Surprising  fact    Pharrel  Williams  was  40  YEARS  when  the  song  came  out  Another  surprising  fact    He  is  47  YEARS  now  and  still  looks  the  same,2219
ZbZSe6N_BXs,UgwhiCZ2gDT7wELbTYp4AaABAg,Imagine  how  many  people  are  listening  to  this  at  the  exact  same  time  you  are    Its  crazy  how  nostalgia  brings  us  all  together      ,1
ZbZSe6N_BXs,Ugy_-47e0QAPEGTS1Wx4AaABAg,I  love  this  tune    I  am  a  firm  christian  believer    JESUS  died  fo    me  and  no  one  can  take  my  joy    my  happiness  ,1
ZbZSe6N_BXs,Ugx407AMJg3uM4dgOqF4AaABAg,Man  I  was  11  when  this  song  was  released  and  i  got  addicted  to  it      and  now  after  7  years  I  got  back  and  it  still  hype  me  up  and  rise  my  mood    ,0
ZbZSe6N_BXs,UgzBIh20qsq8eIcf2f14AaABAg,Chorus        Because  I'm  happy      Clap  along  if  you  feel  like  a  room  without  a  roof      Because  I'm  happy      Clap  along  if  you  feel  like  happiness  is  the  truth      Because  I'm  happy      Clap  along  if  you  know  what  happiness  is  to  you      Because  I'm  happy      Clap  along  if  you  feel  like  that's  what  you  wanna  do,4
ZbZSe6N_BXs,UgzGEM2wxrDCK4gldN94AaABAg,The  2010  s  may  have  ended    but  these  songs  will  never  die  ,210
ZbZSe6N_BXs,UgwhW8gWoC77OkbLplt4AaABAg,It  might  seem  crazy  what  I  am  'bout  to  say  Sunshine  she's  here    you  can  take  a  break  I'm  a  hot  air  balloon  that  could  go  to  space  With  the  air    like  I  don't  care    baby  by  the  way    Huh    Because  I'm  happy    Clap  along  if  you  feel  like  a  room  without  a  roof    Because  I'm  happy    Clap  along  if  you  feel  like  happiness  is  the  truth    Because  I'm  happy    Clap  along  if  you  know  what  happiness  is  to  you    Because  I'm  happy    Clap  along  if  you  feel  like  that's  what  you  wanna  do    Here  come  bad  news  talking  this  and  that    Yeah    Well  give  me  all  you  got    don't  hold  back    Yeah    Well  I  should  probably  warn  you  I'll  be  just  fine    Yeah    No  offence  to  you  don't  waste  your  time  Here's  why    Clap  along  if  you  feel  like  a  room  without  a  roof    Because  I'm  happy    Clap  along  if  you  feel  like  happiness  is  the  truth    Because  I'm  happy    Clap  along  if  you  know  what  happiness  is  to  you    Because  I'm  happy    Clap  along  if  you  feel  like  that's  what  you  wanna  do    Uh    bring  me  down  Can't  nothing    bring  me  down  My  level's  too  high  to  bring  me  down  Can't  nothing    bring  me  down    I  said  Bring  me  down    can't  nothing  Bring  me  down  My  level's  too  high  to  bring  me  down  Can't  nothing    bring  me  down    I  said    Clap  along  if  you  feel  like  a  room  without  a  roof    Because  I'm  happy    Clap  along  if  you  feel  like  happiness  is  the  truth    Because  I'm  happy    Clap  along  if  you  know  what  happiness  is  to  you    Because  I'm  happy    Clap  along  if  you  feel  like  that's  what  you  wanna  do    Clap  along  if  you  feel  like  a  room  without  a  roof    Because  I'm  happy    Clap  along  if  you  feel  like  happiness  is  the  truth    Because  I'm  happy    Clap  along  if  you  know  what  happiness  is  to  you    Because  I'm  happy    Clap  along  if  you  feel  like  that's  what  you  wanna  do    Uh    bring  me  down    Happy    happy    happy    happy    Can't  nothing    Happy    happy    happy    happy    Bring  me  down    my  level's  too  high  To  bring  me  down    Happy    happy    happy    happy    Can't  nothing    Happy    happy    happy    happy    Bring  me  down    I  said    Clap  along  if  you  feel  like  a  room  without  a  roof    Because  I'm  happy    Clap  along  if  you  feel  like  happiness  is  the  truth    Because  I'm  happy    Clap  along  if  you  know  what  happiness  is  to  you    ayy    ayy    ayy      Because  I'm  happy    Clap  along  if  you  feel  like  that's  what  you  wanna  do    Clap  along  if  you  feel  like  a  room  without  a  roof    Because  I'm  happy    Clap  along  if  you  feel  like  happiness  is  the  truth    Because  I'm  happy    Clap  along  if  you  know  what  happiness  is  to  you    hey      Because  I'm  happy    Clap  along  if  you  feel  like  that's  what  you  wanna  do    Come  on,1
ZbZSe6N_BXs,UgxF3pgHdzLOYQpXHjd4AaABAg,That's  how  the  world  should  be    Happy    Laughing  smiling      The  best  medicine  in  life  ,1
ZbZSe6N_BXs,UgwdKNwAEJn7reRcoth4AaABAg,I  remember  when  this  song  was  played  EVERYWHERE    The  songs  from  2012  to  around  2017  were  so  damn  memorable  ,0
ZbZSe6N_BXs,Ugz5KzQJCTXCKufq_A94AaABAg,We  need  more  songs  like    let's  spread  happiness  all  over  the  world,890
ZbZSe6N_BXs,UgyAhSnnj6zYBv6ahFF4AaABAg,this  song  has  been  on  repeat  for  like  12  hours  now  hahah,0
ZbZSe6N_BXs,Ugzjpg1RH1Fp9YEKRFV4AaABAg,It's  2021  and  yet  still  this  song  is  my  rington,0
ZbZSe6N_BXs,Ugwh0rr8ONqQP7my6oF4AaABAg,I  remember  this  song  I  know  I'm  9  but  when  I  was  around  4  in  pre  k  I  believe  I  used  to  listen  to  this  on  the  computers  you  made  my  childhood  and  I  wanna  thank  you  for  that,2
ZbZSe6N_BXs,UgzvmMWq_b8GZS7zE2l4AaABAg,This  shows  How  happy  we  all  was  when  this  song  comes  out  ,0
ZbZSe6N_BXs,UgyAt4glUer9g_HbbQh4AaABAg,I  played  this  song  at  the  end  of  year  graduation  by  connecting  to  the  giant  speakers  backstage    Everyone  was  dancing  and  laughing    hats  were  flying  everywhere    And  that  was  one  of  the  best  moments  of  my  life  ,211
ZbZSe6N_BXs,Ugx3r7BKpjPh_P2zEN94AaABAg,ngl  this  song  brings  back  memories    i'm  still  inlove  with  this  song  it  makes  me  happy      ,76
ZbZSe6N_BXs,UgyANZMiFZciokYsW354AaABAg,This  song  made  me  cry  of  happiness  that  by  the  fact  that  it  was  made  2014  gives  flashbacks  when  i  was  younger  now  am  8yrs  at    2021,1
ZbZSe6N_BXs,UgwTC_g3YzVjcFVnVkd4AaABAg,Finally  a  song  I  could  play  in  front  of  my  family,25
ZbZSe6N_BXs,UgwvUg8Yn8XyhVYNr754AaABAg,This  song  was  played  24  7  in  the  Radio  when  it  came  out    Biggest  summerhit  ever  in  my  opinion,303
ZbZSe6N_BXs,UgzrImwX99qAY6YEfF94AaABAg,Bright's  my  day  every  time  ,1
ZbZSe6N_BXs,Ugzxz3DcTxsu0Ek-R4N4AaABAg,The  song  makes  me  remember  the  good  days  of  2014,7
ZbZSe6N_BXs,UgxbgOlSfSh674xxdSJ4AaABAg,I  love  all  the  minor  chords  in  this  song  about  happy  ,0
ZbZSe6N_BXs,UgwLUt2Kip03t2GCqf14AaABAg,No  matter  when  I  listen  to  this  song    I'll  always  be  dancing  for  every  single  beat  ,159
ZbZSe6N_BXs,UgzjmtKs9r5YFHiSV8F4AaABAg,i  like  that  this  video  involves  everyone  no  racism  no  discrimination  just  brotherhood  and  good  vibes,1
ZbZSe6N_BXs,Ugydxfay7xF9C4cKwJJ4AaABAg,This  song  saved  my  life    I  was  about  to  kill  my  self  then  I  started  to  sing    happy    and  then  because  happy      THANK  YOU  PHARRELL  WILLIAMS      ,2
ZbZSe6N_BXs,Ugx2SVIQG3fLQ1e7g494AaABAg,This  song  hits  different  in  2021    idk  why    but  I  just  love  it  ,226
ZbZSe6N_BXs,Ugzy-09o0R38baomt9Z4AaABAg,The  way  this  song  had  the  world  inna  chokehold      it  was  everywhere  ,0
ZbZSe6N_BXs,Ugxo7fnuu1RRp5_OSz94AaABAg,I  thought  it  was  just  me  who  loved  this  song  so  much    they  came  back  years  later      Minions,0
ZbZSe6N_BXs,UgyaRCIhnSZsJ55JGFd4AaABAg,Class  song    It  makes  me  happy    so  catchy  ,10
ZbZSe6N_BXs,UgzJEOuNAPLuD_982NR4AaABAg,I  usually  listen  to  Satanic  extreme  metal    but  man  is  this  awesome    3,0
ZbZSe6N_BXs,UgwL5FgTcHDc5SVaCZh4AaABAg,It  may  be  almost  a  decade  old  but  it's  still  an  absolute  great  song  ,198
ZbZSe6N_BXs,UgwFA-bX8sU0M0hCmoB4AaABAg,2021  me  and  my  kids  love  this  song  it  will  never  get  old  to  us,0
ZbZSe6N_BXs,Ugw9-iYMkbv6Qq6VHOp4AaABAg,It's  crazy  many  people  come  back  to  this  every  day    This  song  is  legendary    it's  so  Addictive  ,38
ZbZSe6N_BXs,Ugzi4gMqRUTp1mcc8Wp4AaABAg,my  1st  grade  graduation  song    THE  NOSTALGIA,0
ZbZSe6N_BXs,Ugx_0hlaSIAGl_WBqV94AaABAg,Pharrell  its  a  great  singer  i  love  His  voice,1
