Video ID,Comment ID,comments
MwpMEbgC7DA,UgytwLbisGv7FclzIFV4AaABAg,It's  November  2021    Lets  See  How  Many  Legends  Listening  This  Masterpiece
MwpMEbgC7DA,Ugxqqxp7i3ugbz_8lGt4AaABAg,''I  wanna  cry    but  all  my  tears  have  been  used  all  ''    This  is  me  right  now  
MwpMEbgC7DA,Ugzt8Vw-hcFFNA6hp3h4AaABAg,Bro  this  song  hits  deep  for  me  rn  
MwpMEbgC7DA,UgzBdCFWg5jhFYPOkVN4AaABAg,This  song  reminds  me  of  my  ex    I  really  loved  him    I  can't  move  on  yet  it's  been  one  month  
MwpMEbgC7DA,UgyfoPDVx4Kfk2LWoCV4AaABAg,  Promising  myself  to  never  fall  in  love      Me  falling  in  love  and  being  happy  about  it      The  relation  broke    i'm  being  sad    it  ruined  a  good  part  of  my  life  and  I  now  hate  myself  more  than  I  ever  did    Congrats  to  myself    And  some  are  surprised  to  see  that  some  hate  love        I  don't  know  how  this  relation  broke  me  so  bad    it  didnt  even  seemed  to  be  that  important    but  now  I  see  that  it  was
MwpMEbgC7DA,UgwMUYHl0zAIuWPOpAh4AaABAg,Rappers    sings  in  a  fancy  place  with  cars  and  girls      Tom  odell      CHAIR  
MwpMEbgC7DA,Ugz2O8nTvqQLklKGrx54AaABAg,the  world  toughtens  up  each  and  everyone  of  us  by  making  us  go  throught  pain  and  in  that  pain  is  a  lesson  to  be  learned
MwpMEbgC7DA,UgzYI8bI_s60WoU1yZN4AaABAg,I  just  found  about  this  song  guys    I  m  at  the    listening  100  000  times    part
MwpMEbgC7DA,Ugx6uYsxS8x-i_Gsjmt4AaABAg,The  song    for  me    is  about  trying  really  trying  with  all  your  heart  to  be  with  someone  else  and  you  want  to  be  with  someone  else  
MwpMEbgC7DA,UgxVJQzXvltVrQhpt-d4AaABAg,  And  I  wanna  cry      I  wanna  learn  how  to  love        But  all  my  tears      Have  been  used  up        On  another  love    Bro  that  feels  my  pain
MwpMEbgC7DA,UgwWZExHm5jDgi52VO94AaABAg,Best  song  i  have  ever  listened  to    Brings  back  memories    see  me  in  the  feature
MwpMEbgC7DA,UgxHFHAOae4Duw7NENp4AaABAg,Interesting  fact    a  Crip  has  listened  to  this  song  at  least  once
MwpMEbgC7DA,UgwRSt0oJ8qW7O3sSgx4AaABAg,This  the  type  of  music  u  listen  to  when  the  homies  aren  t  around
MwpMEbgC7DA,UgyGSCq1QgonrhPaqhV4AaABAg,Hate  when  a  song  makes  ya  feel  things  that  feel  like  something  you're  yet  to  feel
MwpMEbgC7DA,Ugy3tVbrO-evWMIEPA54AaABAg,My  battery    1      Me    listening  to  this  song      My  phone    I  will  wait
MwpMEbgC7DA,Ugxl_3m_y1f6T21OFG14AaABAg,This  song  is  my  everything    This  song  will  save  my  life    This  song  is  the  cure  for  all  my  mental  wounds    If  I  have  a  problem  with  this  song    fleeing  in  vain  only  makes  the  situation  more  painful  but  I  love  it  too  much    I  guess  I  can  t  breathe  without  this  without  the  song    All  my  feelings  sing  for  me    all  my  pain    sings  for  me    The  best  thing  in  the  world  that  happened  to  me  is  when  I  heard  this  song    I  want  to  live  and  die  at  the  same  time  as  I  listen    This  is  the  song  that  when  you  hear  a  person  happy  in  vain  you  suddenly  smash  and  start  crying
MwpMEbgC7DA,UgzSCaG-BeNW0LkW2px4AaABAg,That  s  beautiful  
MwpMEbgC7DA,UgyeQkbTrHFbyccIe8l4AaABAg,Back  in  2010s  when  masterpieces  were  made  
MwpMEbgC7DA,UgylNho-yHcXur7aalZ4AaABAg,On  a  novel  of  love    a  novel    of  love        all  my  tears  have  been  used  up        on  a  novel  of  love          nice  pun  
MwpMEbgC7DA,UgwLdQqvxvPX4UJpi4J4AaABAg,It's  crazy  how  many  people  listen  to  this  every  day
MwpMEbgC7DA,UgwxBWwPRRDEXn_Q3zt4AaABAg,I  feel  this    I  literally  can't  cry  anymore  nore  do  I  want  to    I  just  feel  dead  
MwpMEbgC7DA,UgwWxtPr0oOcWtv25dt4AaABAg,When  you  become  too  tired  to  talk  to  others  around  you  and  can  t  gather  the  energy  to  hang  out  with  people  anymore    When  you  feel  like  a  ghost  in  a  busy  busy  world
MwpMEbgC7DA,UgxzvfNciUrNMIgjMG14AaABAg,Everytime  i  hear  this  song  My  mind    promise  me  this  is  forever
MwpMEbgC7DA,UgxEi0hxcCewbbAbu9R4AaABAg,The  fact  people  are  crying  to  drivers  license  and  not  this  
MwpMEbgC7DA,Ugzawit-bJEamnAJei54AaABAg,this  is  probably  the  only  song  that  can  make  me  cry
MwpMEbgC7DA,UgxX1MhVzvN5ymduyix4AaABAg,I  cried  so  much  when  my  grandma  died  even  though  I  never  met  her  and  I  can  t  even  cry  anymore  and  I  m  only  15
MwpMEbgC7DA,Ugz9gVlmyq561y13QHN4AaABAg,Lyrics      plz  give  a  like      I  wanna  take  you  somewhere  so  you  know  I  care  But  it's  so  cold  and  I  don't  know  where  I  brought  you  daffodils  in  a  pretty  string  But  they  won't  flower  like  they  did  last  spring    And  I  wanna  kiss  you    make  you  feel  alright  I'm  just  so  tired  to  share  my  nights  I  wanna  cry  and  I  wanna  love  But  all  my  tears  have  been  used  up    On  another  love    another  love  All  my  tears  have  been  used  up  On  another  love    another  love  All  my  tears  have  been  used  up  On  another  love    another  love  All  my  tears  have  been  used  up    Oh  oh      Oh  oh  oh  oh  oh  oh    Oh  oh  oh  oh  oh  oh    And  if  somebody  hurts  you    I  wanna  fight  But  my  hand's  been  broken    one  too  many  times  So  I'll  use  my  voice    I'll  be  so  fucking  rude  Words  they  always  win    but  I  know  I'll  lose    And  I'd  sing  a  song    that'd  be  just  ours  But  I  sang  'em  all  to  another  heart  And  I  wanna  cry    I  wanna  learn  to  love  But  all  my  tears  have  been  used  up  On  another  love    another  love  All  my  tears  have  been  used  up    On  another  love    another  love  All  my  tears  have  been  used  up  On  another  love    another  love  All  my  tears  have  been  used  up    Oh  oh    I  wanna  sing  a  song    that'd  be  just  ours  But  I  sang  'em  all  to  another  heart  And  I  wanna  cry    I  wanna  fall  in  love  But  all  my  tears  have  been  used  up      On  another  love    another  love  All  my  tears  have  been  used  up  On  another  love    another  love  All  my  tears  have  been  used  up  On  another  love    another  love  All  my  tears  have  been  used  up  oh  oh    oh
MwpMEbgC7DA,Ugyesu2jkPry099n8pF4AaABAg,Its  beautiful  
MwpMEbgC7DA,UgwUfJxrtvb6qMpEb7d4AaABAg,can  we  talk  about  the  music  video  for  a  sec    how  he  sits  there  and  looks  straight  into  the  camera    while  the  woman  literally  destroys  the  room    I  interpret  it  that  way    that  Tom  is  so  distracted  and  dissociated  because  of  his  past  experience  and  pain    that  he  cannot  worship  his  new  love    he  wants  to    he  also  sings    that  he'll  protect  her  and  if  anyone  says  somethig  bad  he'll  use  his  voice  and    be  so  fucking  rude      but  yet  he  cannot  give  her  what  he  gave  his  past  love    so  he  lets  her  destroy  everything    he  maybe  wants  to  stop  it    but  can't      the  woman  on  the  other  hand    wants  to  try  to  reach  him    she  wants  be  there  for  him  and  listen    more  specifically    she  wants  to  love  and  be  loved    eventually  she  loses  her  patience  and  screams  at  him    she  starts  to  destroy  things  out  of  rage  and  hurt    because  she  loves  him    but  she  feels  like  he  doesn't  love  her    like  he  doesn't  listen  or  care  about  her    they're  both  hurt    no  matter  what  she  says  or  does    Tom  just  doesn't  answer  her      He  looks  so  numb    she  gives  up  and  leaves  
MwpMEbgC7DA,UgxyZnrubSLObbRZu8N4AaABAg,This  song  is  so  underrated      
MwpMEbgC7DA,UgwS3AOpZIvwlPmXdkh4AaABAg,I  always  listened  to  that  song  when  i  came  back  after  playing  Icehockey        i  really  adored  that  song  now  i'm  14    in  the  10th  grade  and  i  know  what  he  means        
MwpMEbgC7DA,Ugxl3LeaYPIAYFBXA054AaABAg,It's  November  3rd  lets  see  who  all  are  listening  to  this  masterpiece
MwpMEbgC7DA,UgzQU8WioWZtZ4viKx54AaABAg,tom  s  new  album    monsters    is  out  now    https      tomodell  lnk  to  monsters      tom  odell  hq
MwpMEbgC7DA,UgzoNWRbSkFVAkeVGI14AaABAg,'''''All  my  tears  have  been  used  up'''''
MwpMEbgC7DA,UgxYIX1NG-1ms-PedC54AaABAg,people  be  crying  on  drivers  licsense  when  this  song  exists
MwpMEbgC7DA,Ugxc5YCkTdSguRKdqr14AaABAg,Where  the  hell  was  I  in  2012  when  this  was  released      
MwpMEbgC7DA,Ugx2kyT-HJM3rw3NVBd4AaABAg,What  a  pleasure  to  understand  this  song  
MwpMEbgC7DA,Ugy4NorNHCg3HQUVFNR4AaABAg,I  can  never  get  enough  of  this  song  istg
MwpMEbgC7DA,UgwaoCeYKDMtSLu6c-14AaABAg,I'm  sure  you  feel  like  me      I  just  wish  I  could  stop  feeling  my  love  for  you  
MwpMEbgC7DA,Ugw1KEB5mGkeIuFMtoh4AaABAg,2020    crying  2021    crying  to  hard  2021    crying  with  out  feels  2021    crying    it  can  t  be  better
