Video ID,Comment ID,comments,Likes,polarity,pol_cat,stop_comments
MwpMEbgC7DA,Ugxjf9Y3PX4OJATEfkl4AaABAg,i  adore  this  song    this  song  is  a  masterpiece    everytime      i  listen  to  it      feelings  are  evoked  inside  of  me,14,0.0,0,adore song song masterpiece everytime listen feelings evoked inside
MwpMEbgC7DA,UgxT2wvwB0VHjwjGtzt4AaABAg,an  active  comment  section  after  8  years  shows  how  legendary  a  song  is,117,0.43333333333333335,1,active comment section 8 years shows legendary song
MwpMEbgC7DA,UgylgYba_AikEGuU4cZ4AaABAg,this  song  is  a  definition  of    beauty  in  words,160,0.0,0,song definition beauty words
MwpMEbgC7DA,UgxKUW7ae3DQTigGQDx4AaABAg,i  dunno  how  much  more  i  can  cry  for  this  girl    there  aint  no  another  love,0,0.5,1,dunno much cry girl aint another love
MwpMEbgC7DA,UgzjXJnggv97NlpQHNF4AaABAg,if  i  could  explain  my  inner  self  with  one  song,0,0.0,0,could explain inner self one song
MwpMEbgC7DA,Ugw9Ud-nlWlbmH9hlBt4AaABAg,this  world  shall  know  pain,0,0.0,0,world shall know pain
MwpMEbgC7DA,UgyDRok0xg2gOrIqaaF4AaABAg,this  will  literally  be  my  favorite  song  forever,2,0.5,1,literally favorite song forever
MwpMEbgC7DA,UgzDbcyMgQhl2fp2JHF4AaABAg,i've  always  loved  you  to  see  you  in  a  year,0,0.7,1,'ve always loved see year
MwpMEbgC7DA,UgyiCzU4884d7pBQ0m14AaABAg,but  all  my  tears    have  been  used  up,1,0.0,0,tears used
MwpMEbgC7DA,UgxXL_yB2KK_l0QJIp14AaABAg,the  sad  thing  about  this  is  that  he  can't  be  a  good  boyfriend  because  he  was  too  consumed  with  a  past  relationship  now  the  girl  he's  with  in  the  video  will  go  on  to  feel  the  same  way  in  a  future  relationship  because  she  gave  so  much  of  herself  in  this  one,1861,0.024999999999999994,1,sad thing ca n't good boyfriend consumed past relationship girl 's video go feel way future relationship gave much one
MwpMEbgC7DA,Ugzh-5rWpakZsJxIqhZ4AaABAg,this  song  take  me  to  tvd,0,0.0,0,song take tvd
MwpMEbgC7DA,UgxRkR15cRnz4wOonsh4AaABAg,lyrics    i  wanna  take  you  somewhere  so  you  know  i  care  but  it's  so  cold  and  i  don't  know  where  i  brought  you  daffodils  in  a  pretty  string  but  they  won't  flower  like  they  did  last  spring    and  i  wanna  kiss  you    make  you  feel  alright  i'm  just  so  tired  to  share  my  nights  i  wanna  cry  and  i  wanna  love  but  all  my  tears  have  been  used  up    on  another  love    another  love  all  my  tears  have  been  used  up  on  another  love    another  love  all  my  tears  have  been  used  up  on  another  love    another  love  all  my  tears  have  been  used  up    oh  oh  oh  oh  oh  oh  oh  oh  oh  oh  oh  oh  oh  oh    and  if  somebody  hurts  you    i  wanna  fight  but  my  hand's  been  broken    one  too  many  times  so  i'll  use  my  voice    i'll  be  so  fucking  rude  words  they  always  win    but  i  know  i'll  lose    and  i'd  sing  a  song    that'd  be  just  ours  but  i  sang  'em  all  to  another  heart  and  i  wanna  cry    i  wanna  learn  to  love  but  all  my  tears  have  been  used  up    on  another  love    another  love  all  my  tears  have  been  used  up  on  another  love    another  love  all  my  tears  have  been  used  up  on  another  love    another  love  all  my  tears  have  been  used  up    oh  oh    i  wanna  sing  a  song    that'd  be  just  ours  but  i  sang  'em  all  to  another  heart  and  i  wanna  cry    i  wanna  fall  in  love  but  all  my  tears  have  been  used  up    on  another  love    another  love  all  my  tears  have  been  used  up  on  another  love    another  love  all  my  tears  have  been  used  up  on  another  love    another  love  all  my  tears  have  been  used  up  oh  oh    oh,358,0.356896551724138,1,lyrics wan na take somewhere know care 's cold n't know brought daffodils pretty string wo n't flower like last spring wan na kiss make feel alright 'm tired share nights wan na cry wan na love tears used another love another love tears used another love another love tears used another love another love tears used oh oh oh oh oh oh oh oh oh oh oh oh oh oh somebody hurts wan na fight hand 's broken one many times 'll use voice 'll fucking rude words always win know 'll lose 'd sing song 'd sang 'em another heart wan na cry wan na learn love tears used another love another love tears used another love another love tears used another love another love tears used oh oh wan na sing song 'd sang 'em another heart wan na cry wan na fall love tears used another love another love tears used another love another love tears used another love another love tears used oh oh oh
MwpMEbgC7DA,Ugznv_5h3XauGmets9x4AaABAg,when  you  grow  up  and  realize  how  powerful  this  song  is,284,0.3,1,grow realize powerful song
MwpMEbgC7DA,Ugxb3djR035hoCh9HPN4AaABAg,dear  parents    just  because  your  child  is  smiling  at  their  phone    doesn't  mean  they  have  boyfriend  or  girlfriend    they  are  just  watching  this  masterpiece,1385,-0.3125,0,dear parents child smiling phone n't mean boyfriend girlfriend watching masterpiece
MwpMEbgC7DA,UgxCCgUnG9yAvXHvekt4AaABAg,i  can  listen  to  this  song  a  thousand  times    and  it  still  reminds  me  of  greys  anatomy,5,0.0,0,listen song thousand times still reminds greys anatomy
MwpMEbgC7DA,UgyJ4cKyt6TDXAeYckJ4AaABAg,this  song  is  the  escape  from  reality,532,0.0,0,song escape reality
MwpMEbgC7DA,UgyIPA8Xgtwo9RYzZKd4AaABAg,it's  november  2021    lets  see  how  many  legends  listening  this  masterpiece,1,0.5,1,'s november 2021 lets see many legends listening masterpiece
MwpMEbgC7DA,UgySrMRUYTDDVmNf1wZ4AaABAg,2012    cry  2020    still  crying  edit      2021  still  cry,9848,-0.2,0,2012 cry 2020 still crying edit 2021 still cry
MwpMEbgC7DA,UgwitcFKepZjn9OiF-B4AaABAg,this  is  just  a  masterpiece    there  s  nothing  else  to  call  it    the  raw  emotion  in  his  voice  just  brings  a  tear  to  my  eye,56,-0.23076923076923078,0,masterpiece nothing else call raw emotion voice brings tear eye
MwpMEbgC7DA,UgxrkzGlQPdCKy1fJa14AaABAg,9th  anniversary  of  this  song  and  i  am  still  here,5,0.0,0,9th anniversary song still
MwpMEbgC7DA,UgyA2-iuyUD7yF2pO3l4AaABAg,i  just  wanna  cry,0,0.0,0,wan na cry
MwpMEbgC7DA,UgwgHAT29m7Do3vv3bR4AaABAg,elena        promise  me  this  is  forever      damon          i  promise        this  is  will  never  die            tvd,602,0.0,0,elena promise forever damon promise never die tvd
MwpMEbgC7DA,UgwduZXK3N5Mhc3MGXx4AaABAg,you  know  a  song  is  gold  when  the  comment  section  is  still  active,22576,-0.13333333333333333,0,know song gold comment section still active
MwpMEbgC7DA,UgxQGDiSxy-zlRUH8fV4AaABAg,i  just  feel  the  real  pain  when  i  am  listening  to  this  song,0,0.2,1,feel real pain listening song
MwpMEbgC7DA,UgznJU0AXudiPxpJiiV4AaABAg,once  a  smart  man  said        when  you  are  happy      you  enjoy  the  melody    when  you  are  sad      you  understand  the  lyrics,373,0.22857142857142854,1,smart man said happy enjoy melody sad understand lyrics
MwpMEbgC7DA,Ugz9kA1V98vphCNJOJ14AaABAg,this  song  never  gets  old,763,0.1,1,song never gets old
MwpMEbgC7DA,UgxUf3guo1emCueyRcJ4AaABAg,on  another  love,0,0.5,1,another love
MwpMEbgC7DA,Ugz5Be65NqaNWp30j8t4AaABAg,another  love,0,0.5,1,another love
MwpMEbgC7DA,UgzCVthb98zFaNEB9l54AaABAg,we  promise  each  other  forever  but  i  m  here  alone,1,-0.125,0,promise forever alone
MwpMEbgC7DA,UgzE_hGhDPbtb0gXc5p4AaABAg,my  heart,0,0.0,0,heart
MwpMEbgC7DA,Ugww3pmCuj1KBtW4bUN4AaABAg,promise  me  this  is  forever          i  promise    damn  that  hurts,992,0.0,0,promise forever promise damn hurts
MwpMEbgC7DA,UgzZPlBbxpSncDOlBwh4AaABAg,i  love  how  i'm  not  the  only  one  who's  still  listening  to  this  iconic  song,707,0.3333333333333333,1,love 'm one 's still listening iconic song
MwpMEbgC7DA,UgxEoFku4QJKRpBuHt54AaABAg,this  song  is  perfect    it  crosses  many  people's  minds,0,0.75,1,song perfect crosses many people 's minds
MwpMEbgC7DA,UgyaZtyw1EQx76vzq2d4AaABAg,8  years  old    but  still  a  masterpiece,199,0.1,1,8 years old still masterpiece
MwpMEbgC7DA,UgisSLU1u7tLpngCoAEC,i  remember  when  i  first  heard  this  song  and  saw  this  video  i  died    now  i'm  watching  it  again  and  it's  still  just  as  good    his  voice  is  so  amazing  and  the  meaning  behind  his  songs  are  so  relatable,15,0.2875,1,remember first heard song saw video died 'm watching 's still good voice amazing meaning behind songs relatable
MwpMEbgC7DA,UgzGZlU3e4VhIzsmgDV4AaABAg,i  can't  count  how  many  times  i  sobbed  and  cried  to  this  song,194,0.5,1,ca n't count many times sobbed cried song
MwpMEbgC7DA,UgwvXCFK5g9gd8ktPMl4AaABAg,yes    another  love,1,0.5,1,yes another love
MwpMEbgC7DA,UgyGTnjl8izTcNaSRMV4AaABAg,347m  views      to  all  the  347  million      your  music  taste  is  gold    pure  gold,2,0.21428571428571427,1,347m views 347 million music taste gold pure gold
MwpMEbgC7DA,UgymSePmXnWHqI4hedN4AaABAg,do  you  know  how  many  fake  scenarios  this  has  made  me  over  the  years,1,0.0,0,know many fake scenarios made years
MwpMEbgC7DA,UgzaJ0_k17rSg0JjCbN4AaABAg,another  love,0,0.5,1,another love
MwpMEbgC7DA,UgwWxtPr0oOcWtv25dt4AaABAg,when  you  become  too  tired  to  talk  to  others  around  you  and  can  t  gather  the  energy  to  hang  out  with  people  anymore    when  you  feel  like  a  ghost  in  a  busy  busy  world,0,-0.06666666666666668,0,become tired talk others around gather energy hang people anymore feel like ghost busy busy world
MwpMEbgC7DA,Ugz-ieq0een5qnld_8B4AaABAg,this  is  the  type  of  song  that  i  listen  to  with  my  headphones  on  a  rainy  day    in  the  car    while  staring  out  the  window  and  crying    while  my  parents  look  at  me  in  the  rearview  mirror  as  they  wonder  what  the  hell  did  they  bring  into  this  world,1287,-0.2,0,type song listen headphones rainy day car staring window crying parents look rearview mirror wonder hell bring world
MwpMEbgC7DA,UgzvIGSOPQqN1h7Ft2F4AaABAg,my  dream  is  to  be  diligent  and  successful  as  my  father    but  from  the  difficult  things  do  not  come  easily    and  so  is  the  friend    if  your  relationship  is  good    simple    and  if  it  is  bad    your  relationship  is  strong    and  the  stronger  the  strength    something  breaks,1,0.15952380952380954,1,dream diligent successful father difficult things come easily friend relationship good simple bad relationship strong stronger strength something breaks
MwpMEbgC7DA,Ugwrma46Zj5dWbWXOWN4AaABAg,this  song  is  scary  makes  my  skin  crawl  remembering  what  trauma  our  previous  relationship  can  give  us,27,-0.3333333333333333,0,song scary makes skin crawl remembering trauma previous relationship give us
MwpMEbgC7DA,UgwAW4Fq7h7575OMBcd4AaABAg,the  best  point  in  the  song  1  30,0,1.0,1,best point song 1 30
MwpMEbgC7DA,UgyYfeagDRU6kFvCLqZ4AaABAg,who  listen  this  song  in  2021  they  are  real  legend,1,0.2,1,listen song 2021 real legend
MwpMEbgC7DA,UgzjwtY_TU_ao1Kwpkd4AaABAg,how  can  people  dislike  this                    i  mean  wtf  this  song  is  a  masterpiece,54,-0.40625,0,people dislike mean wtf song masterpiece
MwpMEbgC7DA,UgwRImj98HLoM9XiTX94AaABAg,i  love  how  everyone  is  suddenly  discovering  this  song  and  he's  finally  getting  the  recognition  he  deserves,2462,0.16666666666666666,1,love everyone suddenly discovering song 's finally getting recognition deserves
MwpMEbgC7DA,UgxZqO-iiR0ztYUlWM14AaABAg,promise  me  this  is  forever          promise        what  a  moment          will  always  be  history    3,2566,0.0,0,promise forever promise moment always history 3
MwpMEbgC7DA,UgxuZ4FY-aoJH8RO0OB4AaABAg,yo  these  lyrics  hit  wayyy  too  hard,12710,-0.2916666666666667,0,yo lyrics hit wayyy hard
MwpMEbgC7DA,UgwY6ZOovF_djPbar8p4AaABAg,who  b  roke  your  heart  like  that    apparently  we  owe  her  so  much,0,0.125,1,b roke heart like apparently owe much
MwpMEbgC7DA,Ugy2G1GlD7_KehGae4Z4AaABAg,don  t  worry        you  re  not  the  only  one  who  is  still  listening  to  this  masterpiece,638,0.0,0,worry one still listening masterpiece
MwpMEbgC7DA,UgzSZC0UQGxxWiBDMbx4AaABAg,i  used  to  cry  to  this  song  and  now  i  can  t  even  cry  i  just  stare  at  my  wall,289,0.0,0,used cry song even cry stare wall
MwpMEbgC7DA,UgyMJEQSwdFU5nNr-0p4AaABAg,pov  it's  2021  and  the  song  still  best,8,1.0,1,pov 's 2021 song still best
MwpMEbgC7DA,Ugwus1rrkqs9NUv3xX54AaABAg,and  i  d  sing  a  song    that  d  be  just  ours,1,0.0,0,sing song
MwpMEbgC7DA,UgxYSSJmAFmMkha0PJp4AaABAg,this  song  is  nine  years  old  wut,2,0.1,1,song nine years old wut
MwpMEbgC7DA,UgyK3BxreVzQTkRFV5J4AaABAg,i  listen  to  this  song  everyday  i  swear  tgis  is  the  most  beautiful  song  i  ever  heard  without  this  i  cant  fall  asleep,4,0.3833333333333333,1,listen song everyday swear tgis beautiful song ever heard without cant fall asleep
MwpMEbgC7DA,UgxB1MXGdJTyjlFC8Rd4AaABAg,consider  this  the  button  for  people  who  just  searched  ohhhhh  ohhhhhhhhh  ohhhhhhhh  ohhhhhh  to  find  this,1,0.0,0,consider button people searched ohhhhh ohhhhhhhhh ohhhhhhhh ohhhhhh find
MwpMEbgC7DA,Ugz6FPD0DjdI9WYvmlB4AaABAg,feel  this  song    i  can  feel  the  pain    that  tom  had  when  he  wrote  this  masterpiece,35,0.0,0,feel song feel pain tom wrote masterpiece
MwpMEbgC7DA,UgxFNtm-UCE8AUnlaZN4AaABAg,this  song  may  be  8  years  old  but  it  will  never  get  old,207,0.1,1,song may 8 years old never get old
MwpMEbgC7DA,Ugw2l01rzGWs9JB3H0x4AaABAg,is  it    a  song      i  don't  think  so    it's  a  great  feeling  released  in  a  great  way  that  make  it  a  great  feeling,1,0.8000000000000002,1,song n't think 's great feeling released great way make great feeling
MwpMEbgC7DA,UgybxQU_3ZOS7RH4Q2d4AaABAg,and    f  somebody  hurts  you        wanna  fight  but  my  hands  been  broken  one  too  many  times  so  i'll  use  my  voice  i'll  be  so  fucking  rude  words  they  always  win  but      know  i'll  lose,1,0.15000000000000002,1,f somebody hurts wan na fight hands broken one many times 'll use voice 'll fucking rude words always win know 'll lose
MwpMEbgC7DA,UgxMRQG_beyfpOIqWOl4AaABAg,better  than  classical,1,0.25,1,better classical
MwpMEbgC7DA,UgwR6a23XJAdrKxV5-d4AaABAg,this  song  solos,0,0.0,0,song solos
MwpMEbgC7DA,UgwoqXRO7bIStlNvvEV4AaABAg,no  big  editing    just  a  man  sitting  in  a  chair    staring  into  a  camera  while  creating  a  masterpiece,2228,0.0,0,big editing man sitting chair staring camera creating masterpiece
MwpMEbgC7DA,UgxoYXBvhjaNmE9ytdJ4AaABAg,i  like  the  part  when  he  sits  in  the  chair,1,0.0,0,like part sits chair
MwpMEbgC7DA,UgxMUDf0z9W16pAPnA94AaABAg,can  we  just  appreciate  the  fact  he  managed  to  ignore  the  lady  in  the  background  without  flinching  or  moving  once,742,0.0,0,appreciate fact managed ignore lady background without flinching moving
MwpMEbgC7DA,Ugy-4lmD0ds0Y4WxEYp4AaABAg,i    ove  this  song,0,0.0,0,ove song
MwpMEbgC7DA,UgirtL_oQEojqXgCoAEC,promise  me  this  is  forever    i  promise,355,0.0,0,promise forever promise
MwpMEbgC7DA,UgxeQbJJr6bunsRYA7J4AaABAg,today  is  9  years  of  this  song  and  it  is  still  a  masterpiece,1,0.0,0,today 9 years song still masterpiece
MwpMEbgC7DA,Ugxl3LeaYPIAYFBXA054AaABAg,it's  november  3rd  lets  see  who  all  are  listening  to  this  masterpiece,1,0.0,0,'s november 3rd lets see listening masterpiece
MwpMEbgC7DA,UgzK6_ajsh0jkASqh1d4AaABAg,this  song  are  to  good  to  be  hearing,1,0.7,1,song good hearing
MwpMEbgC7DA,UgygkC4hC4_ZRScEzZV4AaABAg,its  2021  and  i  still  listeing  the  song,2,0.0,0,2021 still listeing song
MwpMEbgC7DA,UgwbHflJ76tTyBqlYoR4AaABAg,another  love,0,0.5,1,another love
MwpMEbgC7DA,UgxX1aG3mWiItWCG5Rd4AaABAg,its  so  true,0,0.35,1,true
MwpMEbgC7DA,UgwzYy6DQFpxP-Pt7wB4AaABAg,it  took  me  8  years  to  find  out  that  such  a  good  song  exists,5402,0.35,1,took 8 years find good song exists
MwpMEbgC7DA,UgzbH3xZGvTxqUx9fQJ4AaABAg,its  so  sad,0,-0.5,0,sad
MwpMEbgC7DA,Ugy00QFAbMDtiO7NipR4AaABAg,i  adore  talking  at  the  comments,0,0.0,0,adore talking comments
MwpMEbgC7DA,UgxqlvjvbnzbhR2il1J4AaABAg,9  years  old    and  i  was  in  full  11  8  21  here  listening  to  this  masterpiece,2,0.22499999999999998,1,9 years old full 11 8 21 listening masterpiece
MwpMEbgC7DA,UgxKoebrfCXw6SZY2GN4AaABAg,i  find  myself  here  at  the  end  of  every  day,0,0.0,0,find end every day
MwpMEbgC7DA,Ugw6MMb99u6iyyHNcUN4AaABAg,amo,0,0.0,0,amo
MwpMEbgC7DA,UgzA44ex85E3q1qAHvB4AaABAg,wait    this  song  is  that  old,2,0.1,1,wait song old
MwpMEbgC7DA,UgywA9YvfarpRx6mWgR4AaABAg,i  will  never  get  tired  of  this  song,62,-0.4,0,never get tired song
MwpMEbgC7DA,Ugxrt9bdneS9oPuUg2F4AaABAg,how  is  this  song  still  describing  my  feelings,1,0.0,0,song still describing feelings
MwpMEbgC7DA,UgxKjU_vme4O4gPl6oV4AaABAg,pov    it's  2  a  m    you're  laying  in  your  bed    hearing  this  song  in  full  volume    you  feel  the  song    you  love  the  second  part  of  this  song    you  feel  it  everywhere    ypu  can't  stop  hearing  this  song    first  it  makes  you  sad    then  it  makes  you  strong    you  feel  the  lyrics    you  also  understand  them    it  triggers  a  feeling  in  you    you  think  about  the  beautiful  times    you  miss  your  childhood,563,0.26904761904761904,1,pov 's 2 're laying bed hearing song full volume feel song love second part song feel everywhere ypu ca n't stop hearing song first makes sad makes strong feel lyrics also understand triggers feeling think beautiful times miss childhood
MwpMEbgC7DA,UgwYffiPfHfD1K7mlYl4AaABAg,9  years,2,0.0,0,9 years
MwpMEbgC7DA,Ugy3-FrK3EW7LVmqbxF4AaABAg,old  but  good,0,0.39999999999999997,1,old good
MwpMEbgC7DA,UgzybueF5mEmX0f1I094AaABAg,2012    cry  2013    cry  2014    cry  2015    cry  2016    cry  2017    cry  2018    cry  2019    cry  2020    be    strong    2021    change  your  life  to  be  good  3,2379,0.5666666666666667,1,2012 cry 2013 cry 2014 cry 2015 cry 2016 cry 2017 cry 2018 cry 2019 cry 2020 strong 2021 change life good 3
MwpMEbgC7DA,Ugzx095aqzOcD84fp9F4AaABAg,you'll  be  in  2022  with  your  dream  come  true  and  coming  back  to  hear  this  wonder  of  music,0,0.175,1,'ll 2022 dream come true coming back hear wonder music
MwpMEbgC7DA,UgzXr6rgZV2IBtGdI_14AaABAg,i'm  really  crying    it  sounds  like  heaven  but  hurts  like  hell,0,-0.2,0,'m really crying sounds like heaven hurts like hell
MwpMEbgC7DA,UgxMoXZUo8XywQkhO2F4AaABAg,how  are  yall  crying    im  here  bc  im  so  numb  and  this  song  is  the  only  thing  that  makes  me  feel  something,755,-0.26666666666666666,0,yall crying im bc im numb song thing makes feel something
MwpMEbgC7DA,UgyucZP21CJWLrW2vHN4AaABAg,10  years  later    the  best  love  song,2,0.5,1,10 years later best love song
MwpMEbgC7DA,UgxfOfksZhdpuj9r5b94AaABAg,this  is  exactly  the  feeling  after  the  end  of  a  beautiful  relationship    i  really  though  i  would  spend  my  life  with  him    how  is  possible  that  i  was  so  mistaken    still  to  this  day  i  cannot  accept  it  was  just  me  who  was  in  love        i  cannot  accept  i  gave  so  much  to  him  and  now  what  we  had  is  just  in  the  past    this  pain  is  so  strong    how  would  i  ever  find  another  love,4,0.2981481481481481,1,exactly feeling end beautiful relationship really though would spend life possible mistaken still day accept love accept gave much past pain strong would ever find another love
MwpMEbgC7DA,UgwWaawKkQWeHtdOIAF4AaABAg,no  matter  how  happy  i  am  i  will  always  cry  on  this  song,244,0.8,1,matter happy always cry song
MwpMEbgC7DA,UgwASKiZ-QrEvZSGNIx4AaABAg,at  2  04  it  looks  like  they  deliberately  had  her  cover  his  mouth  as  he  didn't  know  whether  to  sing  'fucking  rude'  or  'damn  rude'  as  he  does  in  a  lot  of  clean  versions      didn't  stop  the  'fuck  you'  at  2  26  though,0,-0.15833333333333333,0,2 04 looks like deliberately cover mouth n't know whether sing 'fucking rude ' 'damn rude ' lot clean versions n't stop 'fuck ' 2 26 though
MwpMEbgC7DA,UgwYaYGcu252BU8RTWB4AaABAg,i  am  literally  fall  in  love  with  someone  else  but  i  am  in  relationship  i  love  her  too  so  on  another  love,0,0.5,1,literally fall love someone else relationship love another love
MwpMEbgC7DA,UgweA1BdzOlJ4NEvbsR4AaABAg,never  in  my  life    i  thought  i'd  end  up  relating  to  this  song,0,0.0,0,never life thought 'd end relating song
MwpMEbgC7DA,Ugy73rSh9p-0rUfmGZl4AaABAg,i  can't  imagine  how  much  pain  he  was  feeling  when  writing  this  song    he's  a  great  song  composer    love  him,11145,0.5,1,ca n't imagine much pain feeling writing song 's great song composer love
MwpMEbgC7DA,UgwDZg9iI6syisUPX054AaABAg,if  you're  watching  this  after  8  years    you're  a  true  legend    respect,202,0.35,1,'re watching 8 years 're true legend respect
MwpMEbgC7DA,UgzcN1fDJWDvfePgrIV4AaABAg,this  song  is  forever  in  my  heart,1,0.0,0,song forever heart
MwpMEbgC7DA,UgzuU69gKvwTt-dAIwp4AaABAg,he  looks  a  lot  like  ash  from  banana  fish    great  song  btw,1,0.8,1,looks lot like ash banana fish great song btw
MwpMEbgC7DA,UgyauW2I3ePiMpHYz0Z4AaABAg,if  you're  still  watching  this  in  2021    you're  a  legend,5527,0.0,0,'re still watching 2021 're legend
MwpMEbgC7DA,UgzI2QRXkPtXFkWrxS94AaABAg,9  years  later  and  this  song  still  hits  different    truly  a  masterpiece,74,0.0,0,9 years later song still hits different truly masterpiece
MwpMEbgC7DA,UgxUX9heX09snv6dmZF4AaABAg,this  song  reminds  me  at  the  time  where  i  played  world  of  tanks  with  my  best  friend  and  afterwards  listening  to  our  favourite  song    this  song    now  i  can't  fully  listen  to  it    because  i  know  i  will  never  see  the  best  person  on  earth  again,1,1.0,1,song reminds time played world tanks best friend afterwards listening favourite song song ca n't fully listen know never see best person earth
MwpMEbgC7DA,UgyH8_5NoFQcGhomXrV4AaABAg,love  love  love    what  is  it  good  for    absolutely  nothing,672,0.4800000000000001,1,love love love good absolutely nothing
MwpMEbgC7DA,UgwR66yDqCTP2RrUjXB4AaABAg,chills  literal  chills  everytime,1,0.0,0,chills literal chills everytime
MwpMEbgC7DA,UgzqmaH0-1rdaXdpJqB4AaABAg,lyrics      i  wanna  take  you  somewhere  so  you  know  i  care  but  it's  so  cold  and  i  don't  know  where  i  brought  you  daffodils  in  a  pretty  string  but  they  won't  flower  like  they  did  last  spring    and  i  wanna  kiss  you    make  you  feel  alright  i'm  just  so  tired  to  share  my  nights  i  wanna  cry  and  i  wanna  love  but  all  my  tears  have  been  used  up    on  another  love    another  love  all  my  tears  have  been  used  up  on  another  love    another  love  all  my  tears  have  been  used  up  on  another  love    another  love  all  my  tears  have  been  used  up    oh  oh  oh  oh  oh  oh  oh  oh  oh  oh  oh  oh  oh  oh    and  if  somebody  hurts  you    i  wanna  fight  but  my  hand's  been  broken    one  too  many  times  so  i'll  use  my  voice    i'll  be  so  fucking  rude  words  they  always  win    but  i  know  i'll  lose    and  i'd  sing  a  song    that'd  be  just  ours  but  i  sang  'em  all  to  another  heart  and  i  wanna  cry    i  wanna  learn  to  love  but  all  my  tears  have  been  used  up    on  another  love    another  love  all  my  tears  have  been  used  up  on  another  love    another  love  all  my  tears  have  been  used  up  on  another  love    another  love  all  my  tears  have  been  used  up    oh  oh    i  wanna  sing  a  song    that'd  be  just  ours  but  i  sang  'em  all  to  another  heart  and  i  wanna  cry    i  wanna  fall  in  love  but  all  my  tears  have  been  used  up    on  another  love    another  love  all  my  tears  have  been  used  up  on  another  love    another  love  all  my  tears  have  been  used  up  on  another  love    another  love  all  my  tears  have  been  used  up  oh  oh    oh,272,0.356896551724138,1,lyrics wan na take somewhere know care 's cold n't know brought daffodils pretty string wo n't flower like last spring wan na kiss make feel alright 'm tired share nights wan na cry wan na love tears used another love another love tears used another love another love tears used another love another love tears used oh oh oh oh oh oh oh oh oh oh oh oh oh oh somebody hurts wan na fight hand 's broken one many times 'll use voice 'll fucking rude words always win know 'll lose 'd sing song 'd sang 'em another heart wan na cry wan na learn love tears used another love another love tears used another love another love tears used another love another love tears used oh oh wan na sing song 'd sang 'em another heart wan na cry wan na fall love tears used another love another love tears used another love another love tears used another love another love tears used oh oh oh
MwpMEbgC7DA,Ugw2CmO6wcAeyo2ZPHN4AaABAg,god  damn    smokin'hot    incredibly  mesmerising    love  it,0,0.5499999999999999,1,god damn smokin'hot incredibly mesmerising love
MwpMEbgC7DA,UgiSxgjFcyMfsHgCoAEC,listening  to  the  song  for  3  years  now    im  debating  whether  it  is  my  favourite    always  making  me  feel  a  type  of  way  everytime  i  listen    the  main  being  my  ex  who  ruined  me  a  year  ago    but  then  again    thr  happiness  this  song  brings  me  while  having  a  tear  in  my  eye    it  is  forever  amazing,15,0.48888888888888893,1,listening song 3 years im debating whether favourite always making feel type way everytime listen main ex ruined year ago thr happiness song brings tear eye forever amazing
MwpMEbgC7DA,Ugwy9V5N5MyEySGY9hp4AaABAg,i  m  in  love  bout  this  song,1,0.5,1,love bout song
MwpMEbgC7DA,UgyuW0uxL9LhWzjsvFp4AaABAg,i  just  realized  this  song  is  8  years  old  and  still  a  masterpiece  to  this  day      wow,3057,0.1,1,realized song 8 years old still masterpiece day wow
