Video ID,Comment ID,comments,Likes,polarity,pol_cat,stop_comments
24u3NoPvgMw,UgyVCXMfZn5mIO0TwO54AaABAg,to  the  people  who  disliked  this    why  bother  coming  so  early  to  this  video    leave  it  to  the  conan  fans  x      i  wish  one  day  for  my  channel  to  be  successful  like  yours  conan  x,179,0.21666666666666667,1,people disliked bother coming early video leave conan fans x wish one day channel successful like conan x
24u3NoPvgMw,Ugy74DcyMxlZ2qp58tl4AaABAg,should  i  do  i  cover  of  this  song,0,0.0,0,cover song
24u3NoPvgMw,UgzWAnrXqFnH50NtXyx4AaABAg,god  made  everyone  beautiful,0,0.85,1,god made everyone beautiful
24u3NoPvgMw,Ugx_VE1YuBXSH3PZdVR4AaABAg,im  inlove  with  this  song,0,0.0,0,im inlove song
24u3NoPvgMw,Ugzo36mPvlcWqElqz7x4AaABAg,i  wish  l  were  her,0,0.0,0,wish l
24u3NoPvgMw,UgzMSGhUnBJPSu00ZpB4AaABAg,i  love  this  song  it  makes  me  cry  his  voice,0,0.5,1,love song makes cry voice
24u3NoPvgMw,UgwrFQ4hou4BJ4iexPp4AaABAg,can  we  talk  about  how  on  tiktok  once  someone  sees  a  pretty  girl  they're  like      omg  you  are  heather        like  they're  missusing  it,846,0.25,1,talk tiktok someone sees pretty girl 're like omg heather like 're missusing
24u3NoPvgMw,UgwYMTpv7x-FkPUKIW14AaABAg,if  you're  listening  to  this  song  now  then  you're  definitely  crying,2,-0.2,0,'re listening song 're definitely crying
24u3NoPvgMw,UgyeB1VUooWMTRSeL7B4AaABAg,and  it  is  true  and  one  only  breaks  and  hurts  and  the  others  enjoy  their  love,1,0.3125,1,true one breaks hurts others enjoy love
24u3NoPvgMw,Ugz8Xj67kfELCSV985R4AaABAg,i  can't  even  tell  him  how  i  much  i  love  him,1,0.5,1,ca n't even tell much love
24u3NoPvgMw,UgwXDGKQg3dKpn93q0V4AaABAg,i  m  not  even  half  as  pretty    he  just  insulted  me  without  trying,3917,0.04166666666666667,1,even half pretty insulted without trying
24u3NoPvgMw,UgyHfc4YpR3Qg2RoZpN4AaABAg,literally  why  is  no  one  talking  about  the  masterpiece  we  just  received    he  really  just  did  that,112,0.2,1,literally one talking masterpiece received really
24u3NoPvgMw,Ugw2Bl62pj1N20_Qhi54AaABAg,omg  this  actually  not  bad,0,0.3499999999999999,1,omg actually bad
24u3NoPvgMw,Ugyxv5mnMycnWFk_i794AaABAg,the  aesthetic  this  man  owns,1,0.0,0,aesthetic man owns
24u3NoPvgMw,Ugyk5AD3IXWQRPNEASh4AaABAg,god  loves  us    his  miracles  is  real  just  trust  him  and  always  pray,3,0.2,1,god loves us miracles real trust always pray
24u3NoPvgMw,UgylHrLDvAuU0MyzkJh4AaABAg,so  he  is  heather,1,0.0,0,heather
24u3NoPvgMw,Ugwix_kgD5LGvPMyb3R4AaABAg,is  this  a  music  video  or  is  this  suppose  to  make  me  feel  bad  about  being  fat,0,-0.6999999999999998,0,music video suppose make feel bad fat
24u3NoPvgMw,UgxkcNCLHuut_-RqS1d4AaABAg,cuteeeee  cuteeee  and  cutee  so  muchhhh,1,0.0,0,cuteeeee cuteeee cutee muchhhh
24u3NoPvgMw,Ugzq_Q-pMVVwiHsp0FN4AaABAg,i  love  the  fact  that  everyone  can  relate  to  this  song  because  it's  literally  about  being  the  second  choice,2209,0.25,1,love fact everyone relate song 's literally second choice
24u3NoPvgMw,UgzEf2cy9oawYdEND194AaABAg,tht's  so  good,0,0.7,1,tht 's good
24u3NoPvgMw,UgzxriwO0aFzdQ7bhV14AaABAg,not  me  crying  after  listening  this  song  on  loop  at  2  30  am  at  night,1,-0.2,0,crying listening song loop 2 30 night
24u3NoPvgMw,UgxDyYPcnZi6eiz6GY54AaABAg,no  one          this  music  video          conans  morning  routine,1,0.0,0,one music video conans morning routine
24u3NoPvgMw,UgxmbFWbuTzWaFKWxfd4AaABAg,rip  to  people  who  still  cant  find  this  song,0,0.0,0,rip people still cant find song
24u3NoPvgMw,UgzFasdrjZRzRe3-Nnt4AaABAg,i  wish  i  were  heather,0,0.0,0,wish heather
24u3NoPvgMw,UgzQbGwAcMUIyPYmkG94AaABAg,bro  i'm  literally  not  paying  attention  to  school  for  this      you  can  see  which  one  is  my  priority,160,0.0,0,bro 'm literally paying attention school see one priority
24u3NoPvgMw,UgwTDGmG00WYb4Pd8Gp4AaABAg,y'all  have  a  great  music  taste,0,0.8,1,y'all great music taste
24u3NoPvgMw,Ugz38o22guRdD5sEjih4AaABAg,for  me  heather  is  the  personn  i  want  to  be    all  of  my  friend  is  heather  and  i  hate  me  so  much    i  hate  me  not  because  i'm  jealous  but  because  i  know  in  my  all  life  i  know  i  could  never  be  heather,0,-0.8,0,heather personn want friend heather hate much hate 'm jealous know life know could never heather
24u3NoPvgMw,UgwKNB4kGO2MiW0Hdhp4AaABAg,he  really  went    get  ready  with  me  but  make  it  s  l  o  w  and  we're  all  living  for  it,418,0.2,1,really went get ready make l w 're living
24u3NoPvgMw,UgwzSlGs61jaivHEZ_Z4AaABAg,staning  conan  isn't  a  hobby    it's  a  lifestyle,30,0.0,0,staning conan n't hobby 's lifestyle
24u3NoPvgMw,UgxZUnYfpQ5ypZu18T14AaABAg,soo  in  love  with  this  song,0,0.5,1,soo love song
24u3NoPvgMw,UgyRXTnJ4wxanG6HDal4AaABAg,why  is  this  song  so  underrated,1,0.0,0,song underrated
24u3NoPvgMw,UgwszHBRpzOdW2ovGJx4AaABAg,you  gave  her  your  sweater    its  just  polyester    but  you  like  her  better    wish  i  were  heather,0,0.5,1,gave sweater polyester like better wish heather
24u3NoPvgMw,Ugy7YsXdxXnCbI-KtUR4AaABAg,camera  man    how  aesthetic  do  you  want  it        cone    y  e  s,2155,0.0,0,camera man aesthetic want cone e
24u3NoPvgMw,UgwBKSy9AuralK3Jhwd4AaABAg,don  t  fear    you  are  not  alone  watching  this  amazing  masterpiece  like  song  in  november  2021,0,0.6000000000000001,1,fear alone watching amazing masterpiece like song november 2021
24u3NoPvgMw,Ugwx7GW5lS-6Z1mY5xJ4AaABAg,heather  isn  t  just  a  pretty  person    heather  is  everything  you  would  want  to  be    she  makes  everyone  happy  and  everyone  wants  to  be  around  her    she  s  kind    so  if  you  re  comparing  yourself  to    rude  people      they  re  not  heather    and  compassionate  and  has  everything  you  could  ever  dream  of    it  s  as  if  she  has  the  perfect  life    it  angers  you  so  much  but  you  just  can  t  hate  her    so  you  look  at  the  sidelines  and  watch    but  you  don  t  have  to  be  heather    you  re  special  in  your  own  way,5610,0.2907142857142857,1,heather pretty person heather everything would want makes everyone happy everyone wants around kind comparing rude people heather compassionate everything could ever dream perfect life angers much hate look sidelines watch heather special way
24u3NoPvgMw,UgyPFyNIASQElSa1vox4AaABAg,8  years  ago          let  me  introduce  myself      now  look  at  him,2,0.0,0,8 years ago let introduce look
24u3NoPvgMw,Ugz_wkH4BnPcY8P2-B54AaABAg,how  could  i  hate  her  she  s  such  an  angel      the  only  angel  i  see  see  is  you  conan  gray,516,-0.26666666666666666,0,could hate angel angel see see conan gray
24u3NoPvgMw,UgzseivqdX9I24VJoWh4AaABAg,my  theory    this  was  filmed  in  heather  s  house    like  he  snuck  in    showered  in  her  shower  then  got  dressed  in  her  clothes  used  her  jewelry  all  just  to  see  what  it  s  like  to  be  her    or  maybe  instead  of  sneaking  in    he  became  friends  with  her  to  see  what  it  s  like,3386,0.0,0,theory filmed heather house like snuck showered shower got dressed clothes used jewelry see like maybe instead sneaking became friends see like
24u3NoPvgMw,UgxDUrML1RtCHY0BCVR4AaABAg,pov    i'm  listening  heather  in  3  december,3029,0.0,0,pov 'm listening heather 3 december
24u3NoPvgMw,Ugxe6ImcyeSqxtlh-8R4AaABAg,i  remember    cresia  x  gino  x  heather          jsl  here,0,0.0,0,remember cresia x gino x heather jsl
24u3NoPvgMw,UgxFD0NRkcYZGNwuZvl4AaABAg,he's  just  a  homie    the  homie,1,0.0,0,'s homie homie
24u3NoPvgMw,UgyShJvUXRAFAEwz6Jd4AaABAg,well  i've  never  been  in  a  serious  relationship  bcz          i  think  that  the  one  you  love  with  all  your  heart  leaves  you  broken  in  to  million  pieces      or  i  should  say  never  even  had  loved  you  back      and  the  one  that  loves  you  with  all  his  or  her  heart      life  takes  that  one  precious  person  away  again  leaving  you  broken  in  to  million  pieces      few  people  are  lucky      i  envy  them          but  it's  the  bitter  truth  of  life,0,0.059999999999999984,1,well 've never serious relationship bcz think one love heart leaves broken million pieces say never even loved back one loves heart life takes one precious person away leaving broken million pieces people lucky envy 's bitter truth life
24u3NoPvgMw,UgxZsOgqeRGAovD__W94AaABAg,conan      i'm  not  even  half  as  pretty      also  him    turns  aesthetic  af,63,0.04166666666666667,1,conan 'm even half pretty also turns aesthetic af
24u3NoPvgMw,UgzbiN7MSkPegt9OGSV4AaABAg,conan      i  m  not  even  half  as  pretty      me    caught  in  a  lie,212,0.04166666666666667,1,conan even half pretty caught lie
24u3NoPvgMw,UgyJK9K_1Vqvk7izDXh4AaABAg,atleast  he  accepts  himself  the  way  he  is,0,0.0,0,atleast accepts way
24u3NoPvgMw,Ugx87Se7xvi0B43mNzR4AaABAg,im  not  even  in  love  with  anyone  but  this  song  hits  so  hard,6,0.10416666666666666,1,im even love anyone song hits hard
24u3NoPvgMw,UgzLO3eqvFqOKJ_KWlt4AaABAg,this  video  is  the  concept  of  the  love,1,0.5,1,video concept love
24u3NoPvgMw,Ugz5KllKbAcAA0C5bLN4AaABAg,quisiera  ser  heather,0,0.0,0,quisiera ser heather
24u3NoPvgMw,UgzTOnua7wk-hfQPzo14AaABAg,who  else  listened  to  dream  singing  this,1,0.0,0,else listened dream singing
24u3NoPvgMw,UgzW2Ypmy6g5vp0UYEZ4AaABAg,i  feel  like  heather  isn  t  a  person    it  s  a  way  of  looking  at  someone  through  rose  tinted  glasses    an  idea  of  perfection  which  is  unattainable,6029,0.6,1,feel like heather person way looking someone rose tinted glasses idea perfection unattainable
24u3NoPvgMw,UgwrShqohoUdNzCwmrd4AaABAg,i've  never  wished  i  never  heard  a  song  so  bad    i  can't  stand  the  pain,20,-0.6999999999999998,0,'ve never wished never heard song bad ca n't stand pain
24u3NoPvgMw,UgwmwoXzsFiZZvaVNLF4AaABAg,conan  gray  is  a  wonderful  singer    he  has  a  very  bright  future,6,0.6366666666666667,1,conan gray wonderful singer bright future
24u3NoPvgMw,Ugx-66pBiYzOSZ1Ukip4AaABAg,heather    if  you  ever  end  up  seeing  this    i  hope  when  we  ended  it  you  understand  you  did  nothing  wrong    i  know  it  was  me  and  i  never  got  to  apologize    truly  say  sorry    i  don't  have  any  other  way  to  contact  you  but  with  hope,0,-0.375,0,heather ever end seeing hope ended understand nothing wrong know never got apologize truly say sorry n't way contact hope
24u3NoPvgMw,Ugzj5FOZ9504fYjCWhN4AaABAg,this  song  is  so  sad,0,-0.5,0,song sad
24u3NoPvgMw,UgxsOWpBd825dWip3Xp4AaABAg,i  fell  in  love  with  a  guy  and  i  think  he  knows  but  we're  just  friends      and  he  got  a  boyfriend  and  i  feel  jealous  of  him  '    wish  i  was  heather,1,0.5,1,fell love guy think knows 're friends got boyfriend feel jealous ' wish heather
24u3NoPvgMw,UgyGsFYjfE130gaPqhl4AaABAg,3rd  of  december  is  my  birthday  and  thankyou  for  this  song,1,0.0,0,3rd december birthday thankyou song
24u3NoPvgMw,UgwDTt1TXWA5acU9Sml4AaABAg,this  brings  back  the  memory's  of  watching  the  person  i  love    fall  in  love  with  someone  else,13,0.3333333333333333,1,brings back memory 's watching person love fall love someone else
24u3NoPvgMw,UgzabO3vruYGQyNaWAR4AaABAg,pov    everyone  likes  heather  but  she  likes  sofia,1,0.0,0,pov everyone likes heather likes sofia
24u3NoPvgMw,Ugwrrx4Yr5xdRa4AtqB4AaABAg,i  think  this  video  is  about  his  insecurities    you  can  see  him  changing  his  outfits  and  hair  multiple  times  and  eventually  he  ends  up  in  an  outfit  that  is  perceived  as  feminine    this  is  conan's  attempt  at  becoming  heather    the  hands  are  probably  supposed  to  be  heather  and  how  she's  almost  controlling  what  he  does  and  you  can  see  many  times  they  begin  to  separate  but  never  let  go    then  at  the  end    the  instagram  photo    you  can  see  that  the  picture  isn't  on  conan's  profile    but  presumably  the  crush's    he  got  their  attention  because  he  tried  to  make  himself  look  like  a  pretty  girl    heather    what  the  crush  likes    since  he  succeeded    he  will  continue  this  process  everyday,2503,0.2,1,think video insecurities see changing outfits hair multiple times eventually ends outfit perceived feminine conan 's attempt becoming heather hands probably supposed heather 's almost controlling see many times begin separate never let go end instagram photo see picture n't conan 's profile presumably crush 's got attention tried make look like pretty girl heather crush likes since succeeded continue process everyday
24u3NoPvgMw,UgyesySjme8xNwRWgB14AaABAg,babe    i  really  miss  u,0,0.2,1,babe really miss u
24u3NoPvgMw,UgwIfYq9yHH0-co9nPF4AaABAg,this  is  the  best  song  who  agrees,1,1.0,1,best song agrees
24u3NoPvgMw,Ugxyk-qWubVb9pTvFRt4AaABAg,i'm  leaving  this  comment  here  so  after  a  month  or  a  year  when  someone  likes  it    i  get  reminded  of  this  song,3,0.0,0,'m leaving comment month year someone likes get reminded song
24u3NoPvgMw,UgxXOmIhFR0eLYB6fxV4AaABAg,heather  has  his  crush  mesmerised  but  conan  has  everyone  else  mesmerised,1328,0.0,0,heather crush mesmerised conan everyone else mesmerised
24u3NoPvgMw,Ugwtgh88lJl8PfT8FlV4AaABAg,conan  is  literally  the  most  beautiful  and  underated  artist  ever,269,0.675,1,conan literally beautiful underated artist ever
24u3NoPvgMw,UgxEwcSSfVLx_s7DZXt4AaABAg,director    how  aesthetically  pleasing    do  u  want  the  video  to  be          conan      yes,4573,0.0,0,director aesthetically pleasing u want video conan yes
24u3NoPvgMw,UgyvYEuC8leOerXpRNB4AaABAg,this  should  be  made  into  a  netflix  highschool  movie      thought  it  would  ve  happened  by  now,212,0.0,0,made netflix highschool movie thought would happened
24u3NoPvgMw,UgwYhgz6Goe8JACX3yx4AaABAg,wow  the  mv  is  aesthetic    i  like  haha,0,0.15000000000000002,1,wow mv aesthetic like haha
24u3NoPvgMw,UgyTg5MU4VrD1JGphcR4AaABAg,your  music  is  wonderful,1,1.0,1,music wonderful
24u3NoPvgMw,Ugxvg7Zqr0tCSv5hIG94AaABAg,this  reminds  me  of  the  days  selina  was  going  through  a  lot  trying  to  change  her  self  for  people    she  was  so  broken  but  kept  her  fake  smile  i  really  admire  selina  gomez,1,-0.10000000000000002,0,reminds days selina going lot trying change self people broken kept fake smile really admire selina gomez
24u3NoPvgMw,UgwgSKPO6twT8V33TK54AaABAg,why  isn  t  anyone  talking  about  his  beauty    aesthetic    and  angelic  voice  like  omg  he  is  such  a  beautiful  beautiful  man,8082,0.5666666666666667,1,anyone talking beauty aesthetic angelic voice like omg beautiful beautiful man
24u3NoPvgMw,UgxIFPrWgT5m5vZ8kgV4AaABAg,oh  gosh    he  is  very  talented  and  i  didn  t  even  know  him  til  some  days  ago,0,0.9099999999999999,1,oh gosh talented even know til days ago
24u3NoPvgMw,UgxkQfo9QdidKb2W1jB4AaABAg,man  i  loves  this  song  sm,0,0.0,0,man loves song sm
24u3NoPvgMw,UgwDLTGuM-5ZTqad6Hh4AaABAg,fun  fact    this  song  is  about  a  man  he  like,0,0.3,1,fun fact song man like
24u3NoPvgMw,UgxOq3zLExoDa3sKO3d4AaABAg,i  love  this  song,1,0.5,1,love song
24u3NoPvgMw,UgzRCG79FgvpYJPUF214AaABAg,conan      but  how  coud  i  hate  her    she's  such  an  angel    me        crying,248,-0.3333333333333333,0,conan coud hate 's angel crying
24u3NoPvgMw,Ugzen1yOXJG7wC7DyHl4AaABAg,gosh  this  is  just  so      s  o  f  t    like  damn  hes  so  pretty  and  like  ethereal  too,0,0.25,1,gosh f like damn hes pretty like ethereal
24u3NoPvgMw,UgyyIKA5f87KQjKUHv14AaABAg,if  you  re  reading  this  you  re  a  heather  and  don  t  let  anyone  tell  you  otherwise,32,0.0,0,reading heather let anyone tell otherwise
24u3NoPvgMw,Ugwv27NH1ciII5-T1614AaABAg,why  conan  said  that  he  wasn  t  half  as  pretty      he  literally  is  an  angel,14128,0.04166666666666667,1,conan said half pretty literally angel
24u3NoPvgMw,UgzjMGL8K062DpJaGmt4AaABAg,heather    i'm  ugly    me    shut  up  heather,4494,-0.7,0,heather 'm ugly shut heather
24u3NoPvgMw,UgwWdbuYdZYcjQ032S54AaABAg,him  singing    i'm  not  even  half  as  pretty    while  looking  better  than  literally  anything  else  is  kinda  ironic  don't  you  think,555,0.19583333333333336,1,singing 'm even half pretty looking better literally anything else kinda ironic n't think
24u3NoPvgMw,Ugzhj0Rke8xxDGd5K6x4AaABAg,no  way  it  was  a  year  ago  we  were  all  going  around  using  heather  as  a  compliment,1,0.0,0,way year ago going around using heather compliment
24u3NoPvgMw,UgyEPRcpz6TGjtYwntN4AaABAg,conan      i'm  not  even  half  pretty      me    huh  lies  liessssss,73,0.04166666666666667,1,conan 'm even half pretty huh lies liessssss
24u3NoPvgMw,UgwwnmVD5NYsYDNRa4h4AaABAg,you're  song  matches  with  her  omgg,0,0.0,0,'re song matches omgg
24u3NoPvgMw,UgyH3hHAaipGVHxFCwp4AaABAg,obviously  conan  doesn  t  see  how  freaking  gorgeous  he  is    that  s  just  an  example  everybody  how  you  see  yourself    isn  t  how  other  see  you      in  a  good  way,1206,0.31875,1,obviously conan see freaking gorgeous example everybody see see good way
24u3NoPvgMw,UgxVD-X1wHFACvpYUU94AaABAg,this  song  isn  t  necessarily  all  about    heather    it  s  about  someone  choosing  heather  over  him,5145,0.0,0,song necessarily heather someone choosing heather
24u3NoPvgMw,Ugz_hs5vOqCjlUstEDN4AaABAg,alot  of  emotion  lol,1,0.8,1,alot emotion lol
24u3NoPvgMw,UgzTfGbLN47RZYvoV9t4AaABAg,does  anyone  else  think  that  this  song  could  be  for  the  lams  ship    hamilton    heather  would  be  eliza    hamilton  would  be  the  guy  he's  talking  about    and  he  would  be  laurens    it  just  fits,2,0.0,0,anyone else think song could lams ship hamilton heather would eliza hamilton would guy 's talking would laurens fits
24u3NoPvgMw,UgzSIrvWlTrR6LolP_t4AaABAg,the  vibes  of  this  song  is  so  chill  on  repeat,0,0.0,0,vibes song chill repeat
24u3NoPvgMw,UgysIyTtmtzoeg63jh94AaABAg,for  the  people  who  are  speculating    conan  said  that  he  doesn't  want  to  put  a  label  on  his  sexuality  so  how  about  if  we  just  enjoy  the  song,4710,0.4,1,people speculating conan said n't want put label sexuality enjoy song
24u3NoPvgMw,Ugz3tK_Xd8W4E07IEsR4AaABAg,conan      i'm  not  even  half  as  pretty      me      crying,1658,-0.03888888888888889,0,conan 'm even half pretty crying
24u3NoPvgMw,UgxLnpb28ff8VdmUoLF4AaABAg,my  friend  said  i  remind  her  of  this  song,1,0.0,0,friend said remind song
24u3NoPvgMw,UgyUrDgZZ0mTtZAvUa94AaABAg,skin  care  routine  pl,0,0.0,0,skin care routine pl
24u3NoPvgMw,UgyayqgjxAhifGb6S154AaABAg,this  song  is  able  to  make  taccy  cry,0,0.5,1,song able make taccy cry
24u3NoPvgMw,UgxtHnmq9gVVUhKl77Z4AaABAg,dejavu  when  gino  choose  heather  over  cresia,0,0.0,0,dejavu gino choose heather cresia
24u3NoPvgMw,UgxD-8chEiq2FvgzIfl4AaABAg,someone  else  sang  this  crying  while  they  were  under  the  shower  supposedly  bathing    when  leaving  to  bathe  no  one  notices  it  and  they  are  still  happy  before  everyone,0,0.30000000000000004,1,someone else sang crying shower supposedly bathing leaving bathe one notices still happy everyone
24u3NoPvgMw,UgxXUed5mfPKQtXi1Fp4AaABAg,conan      i      me        bawling  my  eyes  out      oh  my  god  im  so  in  love  with  him,581,0.5,1,conan bawling eyes oh god im love
24u3NoPvgMw,UgwWNrASTsMDzrYNL594AaABAg,how  could  we  not  love  you  you're  such  an  angel,0,-0.125,0,could love 're angel
24u3NoPvgMw,UgxaoY85tP9nqL2emy54AaABAg,this  song  really  representing  my  feelings  cause  i'm  a  gay  man  who  fell  in  love  with  my  straight  friend,1,0.32916666666666666,1,song really representing feelings cause 'm gay man fell love straight friend
24u3NoPvgMw,UgwQJ5932Mo7DQYMnBV4AaABAg,when  conan  says  he's  not  even  half  as  pretty      no  he's  the  definition  of  pretty  itself  hsdjshdsjcds,50,0.11111111111111112,1,conan says 's even half pretty 's definition pretty hsdjshdsjcds
24u3NoPvgMw,UgwuzALcKc5wqTeJ02t4AaABAg,the  fact  the  conan  is  a  big  swiftie  and  his  curly  hair  reminds  me  of  harry  styles'  hair  makes  me  feel  like  his  parents  are  taylor  and  harry  hahahaha,2,0.1,1,fact conan big swiftie curly hair reminds harry styles ' hair makes feel like parents taylor harry hahahaha
24u3NoPvgMw,UgxBEdw3KKgZwHFjfvV4AaABAg,why  would  you  ever  kiss  me        i'm  not  even  half  as  pretty,3,0.04166666666666667,1,would ever kiss 'm even half pretty
